# started on Tue Jan 14 15:50:41 2025

34366,,cache-references,3192035,98.57,,
14222,,cache-misses,3238245,100.00,41.384,of all cache refs
18945,,LLC-loads,3238245,100.00,,
10472,,LLC-load-misses,3238245,100.00,55.28,of all LL-cache accesses
<not counted>,,LLC-stores,0,0.00,,
<not counted>,,LLC-store-misses,0,0.00,,
