Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),PROCESS_CPU_USAGE,PROCESS_MEMORY,PROCESS_VIRTUAL_MEMORY,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1737359517713,1600,1600,1600,1600,0,0,0,0,112991.06372070313,194993.88159179688,5071.379638671875,0,0,7122944,15921152,33610452992,34317791232,3794427904,2895872
199,1737359517713,1600,1600,1600,1600,0,0,0,0,112991.08203125,194993.95123291016,5071.423645019531,0,0,7122944,15921152,33610452992,34317791232,3794427904,2895872
199,1737359517913,1600,1600,1600,1600,0,0,0,0,112991.78442382813,194995.99053955078,5072.19580078125,0,63.86554718017578,7122944,15921152,33610452992,34317791232,3805765632,2895872
199,1737359518113,1599,1600,1600,1600,0,0,0,0,112992.43359375,194997.76861572266,5072.743713378906,0,100,7122944,15921152,33610452992,34317791232,3804254208,2895872
199,1737359518313,1600,1600,1600,1600,0,0,0,0,112993.07843017578,194999.50341796875,5073.2686767578125,0,95,7122944,15921152,33610452992,34317791232,3802742784,2895872
199,1737359518513,1600,1600,1600,1600,0,0,0,0,112993.7314453125,195001.24908447266,5073.7979736328125,0,50.31446838378906,7122944,15921152,33610452992,34317791232,3801120768,2895872
199,1737359518714,1600,1600,1600,1600,0,0,0,0,112994.38006591797,195002.9818725586,5074.3258056640625,0,50.31446838378906,7122944,15921152,33610452992,34317791232,3824345088,2895872
199,1737359518914,1600,1600,1600,1600,0,0,0,0,112995.03717041016,195004.68017578125,5074.8343505859375,0,50.31446838378906,7122944,15921152,33610452992,34317791232,3856084992,2895872
199,1737359519114,1599,1600,1600,1600,0,0,0,0,112995.69073486328,195006.39337158203,5075.348876953125,0,101.26582336425781,7122944,15921152,33610452992,34317791232,3886792704,2895872
199,1737359519314,1599,1600,1600,1600,0,0,0,0,112996.34338378906,195008.09143066406,5075.8543701171875,0,100,7122944,15921152,33610452992,34317791232,3917242368,2895872
199,1737359519514,1600,1600,1600,1600,0,0,0,0,112997.0111694336,195009.82446289063,5076.3726806640625,0,98.76543426513672,7122944,15921152,33610452992,34317791232,3948208128,2895872
199,1737359519714,1599,1600,1600,1600,0,0,0,0,112997.6654663086,195011.58825683594,5076.9134521484375,0,97.43589782714844,7122944,15921152,33610452992,34317791232,3978174464,2895872
199,1737359519914,1600,1600,1600,1600,0,0,0,0,112998.31530761719,195013.32061767578,5077.4317626953125,0,102.5641098022461,7122944,15921152,33610452992,34317791232,4008624128,2895872
199,1737359520114,1599,1600,1600,1600,0,0,0,0,112998.97058105469,195015.03057861328,5077.9552001953125,0,51.28205490112305,7122944,15921152,33610452992,34317791232,4039299072,2895872
199,1737359520314,1600,1600,1600,1600,0,0,0,0,112999.68933105469,195016.7084350586,5078.4400634765625,0,51.28205490112305,7122944,15921152,33610452992,34317791232,4097499136,2895872
199,1737359520514,1600,1600,1600,1600,0,0,0,0,113000.50378417969,195018.28045654297,5078.8260498046875,0,50,7122944,15921152,33610452992,34317791232,4208078848,2895872
199,1737359520714,1600,1600,1600,1600,0,0,0,0,113001.3578491211,195019.90466308594,5079.234313964844,0,101.26582336425781,7122944,15921152,33610452992,34317791232,4312588288,2895872
199,1737359520915,1600,1600,1600,1600,0,0,0,0,113002.41473388672,195021.5489501953,5079.628845214844,0,101.26582336425781,7122944,15921152,33610452992,34317791232,4189802496,2895872
200,1737359521115,1599,1600,1600,1600,98.48484802246094,7.9268293380737305,4.92307710647583,7.645259857177734,113003.0375366211,195023.06018066406,5080.042419433594,0,100,7122944,15921152,33610452992,34317791232,4189802496,2895872
200,1737359521315,1600,1600,1600,1600,98.48484802246094,7.9268293380737305,4.92307710647583,7.645259857177734,113003.65716552734,195024.55346679688,5080.4447021484375,0,50.632911682128906,7122944,15921152,33610452992,34317791232,4189802496,2895872
199,1737359521515,1600,1600,1600,1600,98.48484802246094,7.9268293380737305,4.92307710647583,7.645259857177734,113004.27709960938,195026.04876708984,5080.850158691406,0,98.76543426513672,7122944,15921152,33610452992,34317791232,4189757440,2895872
199,1737359521715,1599,1600,1600,1600,98.48484802246094,7.9268293380737305,4.92307710647583,7.645259857177734,113004.90325927734,195027.60595703125,5081.297302246094,0,98.76543426513672,7122944,15921152,33610452992,34317791232,4190015488,2895872
200,1737359521915,1600,1600,1600,1600,98.48484802246094,7.9268293380737305,4.92307710647583,7.645259857177734,113005.52355957031,195029.103515625,5081.703125,0,98.76543426513672,7122944,15921152,33610452992,34317791232,4190015488,2895872
200,1737359522115,1599,1600,1600,1600,98.48484802246094,7.9268293380737305,4.92307710647583,7.645259857177734,113006.14849853516,195030.60986328125,5082.114685058594,0,50.31446838378906,7122944,15921152,33610452992,34317791232,4190015488,2895872
199,1737359522315,1600,1600,1600,1600,98.48484802246094,7.9268293380737305,4.92307710647583,7.645259857177734,113006.76611328125,195032.1134033203,5082.5224609375,0,50.31446838378906,7122944,15921152,33610452992,34317791232,4190015488,2895872
199,1737359522515,1599,1600,1600,1600,100,0,0,0,113007.39001464844,195033.6318359375,5082.939147949219,0,100,7122944,15921152,33610452992,34317791232,4190011392,2895872
200,1737359522715,1600,1600,1600,1600,100,0,0,0,113008.0111694336,195035.18182373047,5083.3651123046875,0,101.26582336425781,7122944,15921152,33610452992,34317791232,4190011392,2895872
200,1737359522915,1599,1600,1600,1600,100,0,0,0,113008.63073730469,195036.67657470703,5083.7752685546875,0,100,7122944,15921152,33610452992,34317791232,4190011392,2895872
200,1737359523115,1599,1600,1600,1600,100,0,0,0,113009.2515258789,195038.17822265625,5084.185852050781,0,100,7122944,15921152,33610452992,34317791232,4190011392,2895872
200,1737359523316,1600,1600,1600,1600,100,0,4.761904716491699,5,113009.8773803711,195039.68713378906,5084.586364746094,0,101.26582336425781,7122944,15921152,33610452992,34317791232,4190011392,2895872
200,1737359523516,1600,1600,1600,1600,100,0,4.761904716491699,5,113010.49127197266,195041.1713256836,5084.994201660156,0,97.56097412109375,7122944,15921152,33610452992,34317791232,4190011392,2895872
200,1737359523716,1599,1600,1600,1600,100,0,4.761904716491699,5,113011.11145019531,195042.7318725586,5085.4300537109375,0,50.955413818359375,7122944,15921152,33610452992,34317791232,4190011392,2895872
200,1737359523916,1600,1600,1600,1600,100,1.6949152946472168,1.6949152946472168,3.278688430786133,113011.7308959961,195044.22943115234,5085.8341064453125,0,50.955413818359375,7122944,15921152,33610452992,34317791232,4190011392,2895872
200,1737359524116,1599,1600,1600,1600,100,0,5,5,113012.35485839844,195045.73504638672,5086.245788574219,0,98.76543426513672,7122944,15921152,33610452992,34317791232,4190011392,2895872
200,1737359524316,1600,1600,1600,1600,100,0,5,5,113012.97119140625,195047.23504638672,5086.6519775390625,0,100,7122944,15921152,33610452992,34317791232,4190011392,2895872
200,1737359524516,1600,1600,1600,1600,100,0,5,5,113013.5908203125,195048.73272705078,5087.0570068359375,0,50.31446838378906,7122944,15921152,33610452992,34317791232,4190011392,2895872
200,1737359524716,1599,1600,1600,1600,100,1.6949152946472168,1.6949152946472168,1.6949152946472168,113014.21124267578,195050.2787475586,5087.489562988281,0,50.31446838378906,7122944,15921152,33610452992,34317791232,4190011392,2895872
200,1737359524916,1600,1600,1600,1600,100,0,4.761904716491699,4.761904716491699,113014.83056640625,195051.77270507813,5087.892578125,0,101.26582336425781,7122944,15921152,33610452992,34317791232,4190011392,2895872
