Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),PROCESS_CPU_USAGE,PROCESS_MEMORY,PROCESS_VIRTUAL_MEMORY,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1737360679665,1600,1600,1600,1600,0,0,0,0,116611.15618896484,203045.82745361328,7275.7454833984375,0,0,7008256,17620992,33610452992,34317791232,3792748544,2895872
199,1737360679665,1600,1600,1600,1600,0,0,0,0,116611.17492675781,203045.89672851563,7275.781799316406,0,0,7008256,17620992,33610452992,34317791232,3792748544,2895872
199,1737360679865,1600,1600,1600,1600,0,0,0,0,116611.87701416016,203047.87701416016,7276.50439453125,0,0,7008256,17620992,33610452992,34317791232,3799576576,2895872
199,1737360680065,1600,1600,1600,1600,0,0,0,0,116612.54858398438,203049.75634765625,7277.1416015625,0,64,7008256,17620992,33610452992,34317791232,3780124672,2895872
199,1737360680265,1600,1600,1600,1600,0,0,0,0,116613.20910644531,203051.5418701172,7277.706298828125,0,47.79874038696289,7008256,17620992,33610452992,34317791232,3784806400,2895872
199,1737360680465,1600,1600,1600,1600,0,0,0,0,116613.88037109375,203053.33807373047,7278.25537109375,0,107.69231414794922,7008256,17620992,33610452992,34317791232,3826618368,2895872
199,1737360680666,1600,1600,1600,1600,0,0,0,0,116614.54083251953,203055.0255126953,7278.747802734375,0,102.5641098022461,7008256,17620992,33610452992,34317791232,3867955200,2895872
199,1737360680866,1599,1600,1600,1600,0,0,0,0,116615.20428466797,203056.74645996094,7279.265441894531,0,50.632911682128906,7008256,17620992,33610452992,34317791232,3907039232,2895872
199,1737360681066,1600,1600,1600,1600,0,0,0,0,116615.86877441406,203058.47332763672,7279.778076171875,0,95,7008256,17620992,33610452992,34317791232,3946381312,2895872
199,1737360681266,1600,1600,1600,1600,0,0,0,0,116616.53332519531,203060.2105102539,7280.2974853515625,0,101.26582336425781,7008256,17620992,33610452992,34317791232,3986206720,2895872
199,1737360681466,1599,1600,1600,1600,0,0,0,0,116617.19909667969,203061.9610595703,7280.827819824219,0,101.26582336425781,7008256,17620992,33610452992,34317791232,4025090048,2895872
199,1737360681666,1600,1600,1600,1600,0,0,0,0,116617.93682861328,203063.61352539063,7281.277526855469,0,101.26582336425781,7008256,17620992,33610452992,34317791232,4099289088,2895872
199,1737360681866,1599,1600,1600,1600,0,0,0,0,116618.7417602539,203065.16790771484,7281.654602050781,0,104.99999237060547,7008256,17620992,33610452992,34317791232,4204830720,2895872
199,1737360682066,1600,1600,1600,1600,0,0,0,0,116619.63055419922,203066.77368164063,7282.048645019531,0,101.26582336425781,7008256,17620992,33610452992,34317791232,4297986048,2895872
199,1737360682266,1599,1600,1600,1600,0,0,0,0,116620.63159179688,203068.46893310547,7282.491516113281,0,101.26582336425781,7008256,17620992,33610452992,34317791232,4173651968,2895872
199,1737360682466,1600,1600,1600,1600,0,0,0,0,116621.25128173828,203069.9994506836,7282.9168701171875,0,101.26582336425781,7008256,17620992,33610452992,34317791232,4173430784,2895872
200,1737360682666,1599,1600,1600,1600,0,0,0,0,116621.8716430664,203071.50036621094,7283.320861816406,0,50,7008256,17620992,33610452992,34317791232,4173430784,2895872
200,1737360682866,1600,1600,1600,1600,0,0,0,0,116622.4916381836,203072.99981689453,7283.724670410156,0,101.26582336425781,7008256,17620992,33610452992,34317791232,4173430784,2895872
199,1737360683067,1599,1600,1600,1600,97.44318389892578,5.491329193115234,7.183907985687256,5.142857074737549,116623.11199951172,203074.50354003906,7284.131774902344,0,101.26582336425781,7008256,17620992,33610452992,34317791232,4173430784,2895872
200,1737360683267,1600,1600,1600,1600,100,5,0,5,116623.73156738281,203076.0073852539,7284.539367675781,0,98.76543426513672,7008256,17620992,33610452992,34317791232,4173430784,2895872
199,1737360683467,1599,1600,1600,1600,100,0,4.761904716491699,5,116624.35314941406,203077.54656982422,7284.969787597656,0,100,7008256,17620992,33610452992,34317791232,4173430784,2895872
200,1737360683667,1600,1600,1600,1600,100,4.761904716491699,0,0,116624.97277832031,203079.0469970703,7285.372863769531,0,102.5641098022461,7008256,17620992,33610452992,34317791232,4173430784,2895872
199,1737360683867,1599,1600,1600,1600,100,0,0,5,116625.59539794922,203080.56018066406,7285.776428222656,0,98.76543426513672,7008256,17620992,33610452992,34317791232,4173430784,2895872
