Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),PROCESS_CPU_USAGE,PROCESS_MEMORY,PROCESS_VIRTUAL_MEMORY,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1737298468509,1600,1600,1600,1599,0,0,0,0,173874.9058227539,8680.477844238281,147542.34533691406,0,0,6098944,14737408,33610452992,34317791232,3794280448,2895872
200,1737298468509,1600,1600,1600,1599,0,0,0,0,173874.9246826172,8680.547302246094,147542.38177490234,0,0,6098944,14737408,33610452992,34317791232,3794538496,2895872
199,1737298468709,1600,1600,1600,1600,0,0,0,0,173875.69946289063,8682.221313476563,147542.86151123047,0,0,6098944,14737408,33610452992,34317791232,3810537472,2895872
199,1737298468909,1600,1600,1600,1600,0,0,0,0,173876.50512695313,8683.892578125,147543.35662841797,0,70.79646301269531,6098944,14737408,33610452992,34317791232,3824726016,2895872
199,1737298469109,1600,1600,1600,1600,0,0,0,0,173877.38415527344,8685.396484375,147543.68096923828,0,52.8301887512207,6098944,14737408,33610452992,34317791232,3832983552,2895872
199,1737298469309,1599,1600,1600,1600,0,0,0,0,173878.21856689453,8686.900512695313,147544.01263427734,0,95,6098944,14737408,33610452992,34317791232,3843305472,2895872
199,1737298469509,1600,1600,1600,1600,0,0,0,0,173879.21197509766,8688.418884277344,147544.30786132813,0,101.26582336425781,6098944,14737408,33610452992,34317791232,3843305472,2895872
199,1737298469710,1600,1600,1600,1600,0,0,0,0,173880.06951904297,8689.956359863281,147544.66552734375,0,100,6098944,14737408,33610452992,34317791232,3855433728,2895872
200,1737298469910,1599,1600,1600,1600,0,0,0,0,173880.95458984375,8691.448120117188,147544.9718017578,0,98.76543426513672,6098944,14737408,33610452992,34317791232,3861110784,2895872
199,1737298470110,1599,1600,1600,1600,0,0,0,0,173881.91473388672,8693.014099121094,147545.32891845703,0,101.26582336425781,6098944,14737408,33610452992,34317791232,3871174656,2895872
199,1737298470310,1600,1600,1600,1600,0,0,0,0,173882.80657958984,8694.468444824219,147545.59832763672,0,101.26582336425781,6098944,14737408,33610452992,34317791232,3872206848,2895872
199,1737298470510,1599,1600,1600,1600,0,0,0,0,173883.57836914063,8695.975219726563,147545.96435546875,0,50.31446838378906,6098944,14737408,33610452992,34317791232,3890786304,2895872
199,1737298470710,1599,1600,1600,1600,0,0,0,0,173884.64178466797,8697.597351074219,147546.30407714844,0,101.26582336425781,6098944,14737408,33610452992,34317791232,3890786304,2895872
199,1737298470910,1599,1600,1600,1600,0,0,0,0,173885.53802490234,8699.061645507813,147546.57684326172,0,101.26582336425781,6098944,14737408,33610452992,34317791232,3891560448,2895872
199,1737298471110,1600,1600,1600,1600,100,5,9.090909004211426,5,173886.22485351563,8700.5732421875,147546.97216796875,0,104.99999237060547,6098944,14737408,33610452992,34317791232,3915042816,2895872
199,1737298471310,1599,1600,1600,1600,100,4.761904716491699,0,5,173887.38580322266,8702.176574707031,147547.29693603516,0,100,6098944,14737408,33610452992,34317791232,3915042816,2895872
199,1737298471510,1600,1600,1600,1600,100,4.761904716491699,0,5,173888.3394165039,8703.678527832031,147547.58227539063,0,100,6098944,14737408,33610452992,34317791232,3915042816,2895872
199,1737298471711,1599,1600,1600,1600,100,0,0,0,173889.04357910156,8705.195373535156,147547.94970703125,0,96.2025375366211,6098944,14737408,33610452992,34317791232,3931041792,2895872
199,1737298471911,1599,1600,1600,1600,100,0,5,0,173889.8765258789,8706.691101074219,147548.28973388672,0,98.76543426513672,6098944,14737408,33610452992,34317791232,3945492480,2895872
199,1737298472111,1600,1600,1600,1600,100,0,5,0,173891.03131103516,8708.310241699219,147548.62384033203,0,102.5641098022461,6098944,14737408,33610452992,34317791232,3945492480,2895872
199,1737298472311,1599,1600,1600,1600,100,4.761904716491699,9.523809432983398,0,173891.99731445313,8709.822692871094,147548.91467285156,0,100,6098944,14737408,33610452992,34317791232,3945492480,2895872
199,1737298472511,1599,1600,1600,1600,100,0,0,4.761904716491699,173892.81481933594,8711.260681152344,147549.19506835938,0,100,6098944,14737408,33610452992,34317791232,3950653440,2895872
199,1737298472711,1600,1600,1600,1600,100,0,4.761904716491699,5,173893.45727539063,8712.783935546875,147549.6124267578,0,103.70370483398438,6098944,14737408,33610452992,34317791232,3977748480,2895872
199,1737298472911,1600,1600,1600,1600,100,4.761904716491699,0,5,173894.4526977539,8714.311157226563,147549.92626953125,0,97.43589782714844,6098944,14737408,33610452992,34317791232,3983683584,2895872
199,1737298473111,1599,1600,1600,1600,100,5,0,0,173895.46197509766,8715.845458984375,147550.22540283203,0,98.76543426513672,6098944,14737408,33610452992,34317791232,3983683584,2895872
199,1737298473311,1600,1600,1600,1600,100,0,0,0,173896.61096191406,8717.463623046875,147550.56176757813,0,101.26582336425781,6098944,14737408,33610452992,34317791232,3983683584,2895872
199,1737298473511,1600,1600,1600,1600,100,4.761904716491699,0,0,173897.5,8718.913208007813,147550.82360839844,0,101.26582336425781,6098944,14737408,33610452992,34317791232,3983683584,2895872
199,1737298473712,1599,1600,1600,1600,100,4.761904716491699,0,0,173898.2996826172,8720.395202636719,147551.1259765625,0,101.26582336425781,6098944,14737408,33610452992,34317791232,3988844544,2895872
199,1737298473912,1599,1600,1600,1600,100,5,9.523809432983398,5,173898.94110107422,8721.884582519531,147551.5220336914,0,98.76543426513672,6098944,14737408,33610452992,34317791232,4015681536,2895872
199,1737298474112,1600,1600,1600,1600,100,4.761904716491699,0,0,173899.75708007813,8723.379760742188,147551.86456298828,0,107.69231414794922,6098944,14737408,33610452992,34317791232,4031164416,2895872
