Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),PROCESS_CPU_USAGE,PROCESS_MEMORY,PROCESS_VIRTUAL_MEMORY,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1736826742155,1600,1600,1600,1600,0,0,0,0,220048.2186279297,253745.33764648438,16318.195007324219,0,0,16248832,71065600,33610452992,34317791232,3760558080,2633728
199,1736826742156,1600,1600,1600,1600,0,0,0,0,220048.2504272461,253745.42120361328,16318.237060546875,0,0,16248832,71065600,33610452992,34317791232,3760558080,2633728
199,1736826742356,1600,1600,1600,1600,0,0,0,0,220049.02362060547,253747.12817382813,16318.804626464844,0,44.11764907836914,16248832,71065600,33610452992,34317791232,3765968896,2633728
199,1736826742556,1600,1600,1600,1600,0,0,0,0,220049.70458984375,253748.70404052734,16319.294921875,0,44.11764907836914,16248832,71065600,33610452992,34317791232,3766255616,2633728
199,1736826742756,1600,1600,1600,1600,0,0,0,0,220050.38500976563,253750.28881835938,16319.768920898438,0,38.70967483520508,16248832,71065600,33610452992,34317791232,3764658176,2633728
199,1736826742956,1600,1600,1600,1600,0,0,0,0,220051.03204345703,253752.03729248047,16320.309509277344,0,103.89610290527344,16248832,71065600,33610452992,34317791232,3764916224,2633728
199,1736826743156,1599,1600,1600,1600,0,0,0,0,220051.70050048828,253753.80181884766,16320.847839355469,0,98.70130157470703,16248832,71065600,33610452992,34317791232,3781689344,2633728
199,1736826743356,1599,1600,1600,1600,81.06060791015625,11.627907752990723,6.106870174407959,12.121212005615234,220052.55297851563,253755.58251953125,16321.350463867188,0,109.09091186523438,16248832,71065600,33610452992,34317791232,3819106304,2633728
199,1736826743556,1600,1600,1600,1600,81.06060791015625,11.627907752990723,6.106870174407959,12.121212005615234,220053.38500976563,253757.34686279297,16321.8466796875,0,98.70130157470703,16248832,71065600,33610452992,34317791232,3854438400,2633728
199,1736826743756,1599,1600,1600,1600,81.06060791015625,11.627907752990723,6.106870174407959,12.121212005615234,220054.31536865234,253759.1788330078,16322.365478515625,0,49.6894416809082,16248832,71065600,33610452992,34317791232,3889274880,2633728
199,1736826743956,1600,1600,1600,1600,81.06060791015625,11.627907752990723,6.106870174407959,12.121212005615234,220055.31213378906,253761.00579833984,16322.869079589844,0,102.5641098022461,16248832,71065600,33610452992,34317791232,3909173248,2633728
199,1736826744156,1600,1600,1600,1600,81.06060791015625,11.627907752990723,6.106870174407959,12.121212005615234,220056.1385498047,253762.78704833984,16323.381225585938,0,101.26582336425781,16248832,71065600,33610452992,34317791232,3955335168,2633728
199,1736826744356,1600,1600,1600,1600,81.06060791015625,11.627907752990723,6.106870174407959,12.121212005615234,220057.15466308594,253764.53771972656,16323.846374511719,0,96.2025375366211,16248832,71065600,33610452992,34317791232,3965399040,2633728
200,1736826744556,1600,1600,1599,1600,81.06060791015625,11.627907752990723,6.106870174407959,12.121212005615234,220057.8848876953,253766.18084716797,16324.311340332031,0,45.569618225097656,16248832,71065600,33610452992,34317791232,4018114560,2633728
199,1736826744757,1600,1600,1600,1600,81.06060791015625,11.627907752990723,6.106870174407959,12.121212005615234,220059.0546875,253767.93658447266,16324.759765625,0,100,16248832,71065600,33610452992,34317791232,4054671360,2633728
199,1736826744957,1599,1600,1600,1600,81.06060791015625,11.627907752990723,6.106870174407959,12.121212005615234,220060.02215576172,253769.58074951172,16325.171813964844,0,96.38554382324219,16248832,71065600,33610452992,34317791232,4158136320,2633728
199,1736826745157,1600,1600,1600,1600,81.06060791015625,11.627907752990723,6.106870174407959,12.121212005615234,220061.4149169922,253771.3699951172,16325.608093261719,0,98.76543426513672,16248832,71065600,33610452992,34317791232,4200968192,2633728
199,1736826745357,1600,1600,1600,1600,81.06060791015625,11.627907752990723,6.106870174407959,12.121212005615234,220062.2289428711,253773.1001586914,16326.116638183594,0,101.26582336425781,16248832,71065600,33610452992,34317791232,4301500416,2633728
199,1736826745557,1600,1600,1600,1600,81.06060791015625,11.627907752990723,6.106870174407959,12.121212005615234,220062.8504638672,253774.6480102539,16326.54248046875,0,101.26582336425781,16248832,71065600,33610452992,34317791232,4301684736,2633728
199,1736826745757,1599,1600,1600,1600,81.06060791015625,11.627907752990723,6.106870174407959,12.121212005615234,220063.49194335938,253776.23248291016,16326.990051269531,0,50,16248832,71065600,33610452992,34317791232,4301619200,2633728
199,1736826745957,1600,1600,1600,1600,81.06060791015625,11.627907752990723,6.106870174407959,12.121212005615234,220064.1626586914,253777.81213378906,16327.432250976563,0,101.26582336425781,16248832,71065600,33610452992,34317791232,4306759680,2633728
199,1736826746157,1600,1600,1600,1600,81.06060791015625,11.627907752990723,6.106870174407959,12.121212005615234,220064.79119873047,253779.34161376953,16327.845886230469,0,98.76543426513672,16248832,71065600,33610452992,34317791232,4307017728,2633728
199,1736826746357,1599,1600,1600,1600,99.0033187866211,5.067567348480225,5.6666669845581055,4.651162624359131,220065.41717529297,253780.85382080078,16328.249206542969,0,98.76543426513672,16248832,71065600,33610452992,34317791232,4307017728,2633728
199,1736826746557,1599,1600,1600,1600,100,0,0,9.090909004211426,220066.04272460938,253782.37329101563,16328.6552734375,0,100,16248832,71065600,33610452992,34317791232,4307083264,2633728
199,1736826746757,1600,1600,1600,1600,100,9.523809432983398,5,0,220066.67022705078,253783.94665527344,16329.089538574219,0,100,16248832,71065600,33610452992,34317791232,4307083264,2633728
199,1736826746958,1599,1600,1600,1600,100,0,4.761904716491699,0,220067.29663085938,253785.46307373047,16329.494384765625,0,98.76543426513672,16248832,71065600,33610452992,34317791232,4307083264,2633728
199,1736826747159,1600,1600,1600,1600,100,5.263157844543457,0,5,220067.9380493164,253787.03662109375,16329.932739257813,0,100,16248832,71065600,33610452992,34317791232,4307595264,2633728
199,1736826747358,1599,1600,1600,1600,100,5.263157844543457,0,5,220068.56256103516,253788.54809570313,16330.335632324219,0,98.76543426513672,16248832,71065600,33610452992,34317791232,4307853312,2633728
199,1736826747558,1600,1600,1600,1600,100,5.263157844543457,0,5,220069.18786621094,253790.0614013672,16330.739074707031,0,50.632911682128906,16248832,71065600,33610452992,34317791232,4307890176,2633728
199,1736826747758,1599,1600,1600,1600,100,5.263157844543457,0,5,220069.81396484375,253791.62127685547,16331.166870117188,0,98.76543426513672,16248832,71065600,33610452992,34317791232,4307890176,2633728
199,1736826747958,1600,1600,1600,1600,100,5.263157844543457,0,5,220070.43963623047,253793.1400756836,16331.571716308594,0,101.26582336425781,16248832,71065600,33610452992,34317791232,4307890176,2633728
199,1736826748158,1599,1600,1600,1600,100,5.263157844543457,0,5,220071.06762695313,253794.66864013672,16331.984313964844,0,100,16248832,71065600,33610452992,34317791232,4307890176,2633728
199,1736826748358,1600,1600,1600,1600,100,5.263157844543457,0,5,220071.6925048828,253796.1787109375,16332.38525390625,0,101.26582336425781,16248832,71065600,33610452992,34317791232,4307890176,2633728
199,1736826748558,1599,1600,1600,1600,100,5.263157844543457,0,5,220072.31787109375,253797.69158935547,16332.787658691406,0,101.26582336425781,16248832,71065600,33610452992,34317791232,4307890176,2633728
199,1736826748758,1599,1600,1600,1600,100,5.263157844543457,0,5,220072.94396972656,253799.23907470703,16333.211608886719,0,100,16248832,71065600,33610452992,34317791232,4307890176,2633728
199,1736826748958,1600,1600,1600,1600,100,1.685393214225769,2.2471909523010254,2.777777910232544,220073.56964111328,253800.75390625,16333.616333007813,0,100,16248832,71065600,33610452992,34317791232,4307890176,2633728
199,1736826749159,1599,1600,1600,1600,100,4.761904716491699,4.761904716491699,0,220074.19842529297,253802.28533935547,16334.031677246094,0,100,16248832,71065600,33610452992,34317791232,4307890176,2633728
199,1736826749359,1599,1600,1600,1600,100,0,5,0,220074.82708740234,253803.8110961914,16334.43994140625,0,100,16248832,71065600,33610452992,34317791232,4307890176,2633728
199,1736826749559,1600,1600,1600,1600,100,4.761904716491699,0,5,220075.45428466797,253805.32971191406,16334.846557617188,0,101.26582336425781,16248832,71065600,33610452992,34317791232,4307890176,2633728
199,1736826749759,1599,1600,1600,1600,100,0,5,0,220076.08129882813,253806.87994384766,16335.272399902344,0,102.5641098022461,16248832,71065600,33610452992,34317791232,4307890176,2633728
