# started on Wed Jan  8 07:50:07 2025

82698,,cpu_core/cache-references/,510066,23.00,,
27290,,cpu_core/cache-misses/,1508326,70.00,,
5263,,cpu_core/LLC-loads/,2153018,100.00,,
3605,,cpu_core/LLC-load-misses/,2153018,100.00,68.50,of all LL-cache accesses
<not counted>,,cpu_core/LLC-stores/,0,0.00,,
<not counted>,,cpu_core/LLC-store-misses/,0,0.00,,
