__run_id,__done,subject,target,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cache-misses_percent,LLC-load-misses_percent,LLC-store-misses_percent,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP,execution_time,PROCESS_CPU_USAGE,PROCESS_MEMORY,PROCESS_VIRTUAL_MEMORY,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,CPU_USAGE_10,CPU_USAGE_11,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_FREQUENCY_10,CPU_FREQUENCY_11
run_12_repetition_10,DONE,cpython,n_body,17106386,199699,8393340,17374,4729158,0,1.1673944455596874,0.2069974527422933,,0,3752.2591552734375,1807.9943237304979,0.0279541015625,33210380288.0,8589930496.0,1205139424.3462133,0.0,517.805894613266,94.6272224173111,1966080.0,5816320.0,99.14992272024729,0.534520746037433,0.6576240368452286,0.6126730043032254,0.6741191916847156,0.4851297653140572,0.45471379665263467,0.6305545239696363,0.2788675106152132,0.4300711327095673,0.3569456058362905,0.4250330788988787,2098.783230293663,1810.1286707882534,1774.314142194745,1791.3006182380216,1303.2036321483772,1328.9810664605873,1313.7708655332303,1321.9733384853168,1041.0158423493044,1212.921174652241,1287.8006182380216,1298.985316846986
run_1_repetition_8,DONE,numba,spectralnorm,83884619,15741287,12402247,1857458,4077264,214700,18.765403226066987,14.97678606142903,5.265786076153028,0,1209.7965698242188,471.0651855469041,0.01116943359375,33210380288.0,8589930496.0,1272264550.2961462,0.0,197.19926643371582,93.57067607237407,0.0,393216.0,99.57285536326937,0.548487896005232,0.4335501325783333,0.6811540695039544,0.6037284787479811,0.3604890480486423,0.5060844005484126,0.4206995534546235,0.5065716814257311,0.34558642642009574,0.5734546803255351,0.5073673281418141,2098.0152129817443,1797.024340770791,1765.212981744422,1764.5476673427993,1300.9097363083165,1315.8995943204868,1297.6379310344828,1318.843813387424,1057.948275862069,1199.7464503042597,1273.5314401622718,1274.3265720081135
run_24_repetition_6,DONE,pypy,fasta,1620265697,64883872,59969756,6397873,507285819,2635599,4.0045205005657785,10.668499301547934,0.5195491183245554,0,136.65777587893535,62.19293212890625,0.00067138671875,33210380288.0,8589930496.0,1247127045.5053763,0.0,18.50617790222168,91.5624605814616,0.0,4096.0,92.44329481227423,0.6577102163786529,0.42852649124719766,0.41992212623678227,0.31519677882553426,0.6260839341789164,0.34316042225847965,0.45462255964996995,0.3431059500222565,0.4940571490154472,0.5064254281341388,0.40746913930421236,2065.7741935483873,1759.516129032258,1731.3333333333333,1739.9569892473119,1344.6774193548388,1363.9032258064517,1352.225806451613,1380.4086021505377,1164.1935483870968,1267.483870967742,1264.47311827957,1290.5913978494623
run_58_repetition_3,DONE,pyston-lite,binary_trees,82694909002,67277119981,15003728209,13388317285,524328611,151768667,81.35581838462738,89.23326988134193,28.94533386430061,0,7876.668518066406,2934.6861572265625,0.057861328125,33210380288.0,8589930496.0,1958722331.203844,0.0,1082.832282781601,93.82645508895364,4718592.0,11878400.0,99.92522354704067,0.6388964940022902,0.588880915200946,0.6948396112832492,0.5251058350619933,0.5765108190982229,0.5026755853537336,0.49903283864287257,0.3958864298066862,0.4177019501945224,0.3892052837130632,0.40252980638885427,2099.1868416189245,1810.3849565699502,1784.789872481981,1800.7397893180557,1354.0881537608575,1343.731288116799,1332.5211605987802,1336.6052485677324,1126.522269451118,1237.4614673812605,1260.261134725559,1269.7761966364812
run_22_repetition_5,DONE,pypy,spectralnorm,153812318,4274005,1046163,43186,2680610,34661,2.778714380989954,4.128037409084436,1.2930265872320106,0,123.97467041015625,52.681884765595896,0.00067138671875,33210380288.0,8589930496.0,1241045487.831579,0.0,19.12078046798706,92.68462452135589,0.0,335872.0,94.86270021137439,0.5473827682043376,0.3981691561247173,0.6692500465794613,1.102614842276824,0.5601731526224236,0.46036410582693,0.8451311641617825,0.3940519734432823,0.5688959008768986,0.29875746557587074,0.6386148747644926,2072.1157894736843,1781.5684210526315,1810.3473684210526,1757.842105263158,1349.4736842105262,1341.157894736842,1323.9157894736843,1355.9157894736843,1143.8736842105263,1304.4736842105262,1192.8947368421052,1269.7052631578947
run_41_repetition_11,DONE,mypyc,fannkuch_redux,74538535,580016,35908299,28510,20929072,0,0.7781424735541154,0.07939668765707894,,0,16714.741691796866,8004.434936523379,0.13031005859375,33210380288.0,8589930496.0,1205168496.1161425,0.0,2316.107944726944,94.67051672391565,5111808.0,11878400.0,99.94897371322442,0.5489629815595602,0.5638921536940462,0.5920472082936595,0.546669150950214,0.5167093789607359,0.6031692756621269,0.4877686615411361,0.34602840356670406,0.44188087383099095,0.47683573493104964,0.46707267751237985,2099.5901313515383,1780.9498790183202,1760.9665572070514,1762.662547528517,1295.7806774974076,1312.7805910819218,1299.0677497407535,1306.5044071897685,1041.5023332181127,1218.4755444175596,1256.4413238852403,1278.3263048738334
run_20_repetition_1,DONE,cython,fannkuch_redux,50917298,405584,23852067,25931,15576919,0,0.7965544440319673,0.10871594482775852,,0,12437.292236328125,5967.949707031221,0.09112548828125,33210380288.0,8589930496.0,1205774026.404748,0.0,1719.7765154838562,94.7232479551376,4718592.0,11878400.0,99.95112300798667,0.6532569749244611,0.6238236808567376,0.5464344764219151,0.5705889396002695,0.5726705850988026,0.5707281212215441,0.4780197981924918,0.33796051603964233,0.42451489803386794,0.4795547842486945,0.5242154697357505,2099.5317118584894,1778.6941696729896,1754.4323286395904,1750.831374374491,1293.5878040265331,1306.7787734202257,1293.1619923193298,1305.3230536483184,1042.3864773652974,1213.476434306994,1253.6863726288839,1279.9361107878506
run_39_repetition_8,DONE,mypyc,k_nucleotide,1784227033,201494275,377367533,6931999,37623330,3859737,11.293084975918532,1.8369357175197158,10.258892554167854,0,1947.8076782226526,897.1408081054396,0.01617431640625,33210380288.0,8589930496.0,1365573063.279173,0.0,270.96033573150635,93.48412594731836,4718592.0,11878400.0,99.77201207666664,0.6434153285829496,0.6400791162754267,0.6293376286677808,0.595951331396927,0.8331331704004477,0.6184333250190694,0.437764328969106,0.44143399616023815,0.38949376573590794,0.2979686295880525,0.3732829947063102,2097.903988183161,1817.9977843426884,1779.3574593796159,1795.6971935007386,1330.8855243722305,1335.8397341211225,1318.4283604135894,1331.989660265879,1075.6381093057607,1246.6883308714919,1278.0546528803545,1298.7363367799114
run_11_repetition_0,DONE,cpython,k_nucleotide,2018608027,210053070,422759666,8081062,45398853,3983469,10.40583744790588,1.9115025982634777,8.774382471733372,0,1813.435546875,847.7716064453416,0.0150146484375,33210380288.0,8589930496.0,1630353732.5824618,0.0,248.6089210510254,94.14664419946034,4718592.0,11878400.0,99.31205093985302,0.621524166696415,0.7104093197460435,0.5316435728500855,0.5727191160306371,0.4263950610534855,0.6087527502139345,0.41624664831142316,0.2968763216598707,0.6428461330654347,0.437210819338563,0.5011322903278271,2097.6934835076427,1808.4336283185842,1784.2534191472243,1796.2115848753017,1320.2268704746582,1318.436041834272,1323.2373290426387,1323.9541432019307,1095.2429605792438,1260.6218825422366,1269.2992759452936,1287.8576025744167
run_12_repetition_11,DONE,cpython,n_body,18398159,264151,8858107,10835,4606227,75,1.4357469135906478,0.12231733032802607,0.0016282306538518403,0,3750.8644409179688,1805.547363281221,0.02978515625,33210380288.0,8589930496.0,1209518796.958269,0.0,517.8912105560303,94.34221559993266,131072.0,417792.0,99.84544049459042,0.6586287705432134,0.5469558329380462,0.6009548034236826,0.7348924601073428,0.5589061662831115,0.4102768483564511,0.5112118098591174,0.34073973615787684,0.40875274114529536,0.42206728874117,0.4495990353721371,2098.8002318392582,1797.659969088099,1762.7314528593508,1779.1676970633694,1296.9972952086553,1313.0873261205563,1302.3203245749614,1314.2248840803709,1058.7217928902628,1217.2569551777435,1268.4061051004637,1274.505023183926
run_18_repetition_0,DONE,cython,k_nucleotide,1901114156,161730517,371315561,6163589,48227115,4299724,8.507143902409615,1.6599328569480556,8.915573738964067,0,1603.5049438476562,742.1841430664062,0.011962890625,33210380288.0,8589930496.0,1623473196.201439,0.0,222.57074809074402,93.97891399843229,0.0,393216.0,99.55982582346141,0.5842550121944585,0.661016777961803,0.4899200985757567,0.5675389203075454,0.5992831777540042,0.48624939986055704,0.49369558574055594,0.4143169585534995,0.36225586665941656,0.37614632569414247,0.275593981254015,2097.3821942446043,1813.9676258992806,1811.25,1782.3255395683452,1318.4325539568345,1338.3129496402878,1335.2329136690648,1346.7473021582734,1091.8606115107914,1255.9856115107914,1282.0305755395684,1309.696942446043
run_43_repetition_14,DONE,nuitka,spectralnorm,84149,29004,6387,4350,,,34.46743276806617,68.10709253170502,,0,2132.399597167965,1024.3909301757521,0.01519775390625,33210380288.0,8589930496.0,1208062448.7371273,0.0,295.3597538471222,0.0,2359296.0,141594624.0,99.7289972899729,0.622299012796181,0.6593286873000425,0.7270417756585248,0.6004156083635844,0.6284805039362855,0.40360039595746733,0.5634066521475308,0.35092754185522795,0.3711550654919167,0.5166477111337308,0.469179600578175,2098.29810298103,1784.2655826558266,1766.218834688347,1762.0420054200542,1294.820460704607,1317.0643631436315,1304.141598915989,1309.4308943089432,1053.2872628726286,1220.5921409214093,1246.091463414634,1275.2411924119242
run_39_repetition_14,DONE,mypyc,k_nucleotide,1779565045,191493686,376797108,6667440,38804238,4038186,10.760701697194778,1.7695040270850486,10.406559201085201,0,1957.7539672851562,899.8143310546584,0.014404296875,33210380288.0,8589930496.0,1371428500.6451614,0.0,272.9338037967682,94.13061609575826,4718592.0,11878400.0,99.28885630638369,0.8142423605071135,0.4452545029763952,0.5012521259595921,0.6209171162453915,0.47568192586433855,0.42755756887697405,0.5105185388120388,0.3042902021813602,0.3898128370953795,0.42049720157975673,0.48450729926048486,2097.884164222874,1794.0381231671554,1774.5058651026393,1751.2346041055719,1316.2536656891496,1329.4230205278593,1301.967008797654,1306.9728739002933,1073.1209677419354,1236.3702346041055,1266.1686217008798,1271.7228739002933
run_17_repetition_4,DONE,cython,fasta,24534502,9032835,5047006,40099,2593366,252022,36.816867120433095,0.7945106465100299,9.717949568244514,0,1998.6095581054615,955.2476806640625,0.01287841796875,33210380288.0,8589930496.0,1205322609.7163427,0.0,277.9918324947357,92.65337138110738,0.0,417792.0,97.69287626789661,0.5818740261639512,0.4867999191933008,0.6545991609644083,0.7506445577412393,0.5781034399293326,0.49290446860915554,0.5655049095701364,0.43278280655800483,0.3179302933492448,0.613294126791779,0.5978490613706684,2072.3218142548594,1794.2354211663067,1774.6601871850253,1760.8704103671707,1294.7703383729302,1310.6767458603313,1296.8776097912166,1312.5313174946004,1038.8596112311016,1215.6479481641468,1268.012958963283,1292.1123110151188
run_3_repetition_13,DONE,numba,fasta,105669647,26386482,12061456,2223380,4562402,347759,24.970729768785922,18.43376123081658,7.622278790864987,0,655.4453125,298.73114013671875,0.00421142578125,33210380288.0,8589930496.0,1289744866.896842,0.0,94.92755842208862,92.98609032078794,4849664.0,11878400.0,96.11501172517475,0.5701816827372501,0.4706827492462961,0.6227313622675444,0.6902295617053383,0.713676090114995,0.5469843489245364,1.022386785431912,0.3531479766494349,0.43915259166767723,0.5636110546714381,0.3920063544574537,2083.861052631579,1797.8378947368421,1786.3873684210525,1757.538947368421,1317.0042105263158,1324.875789473684,1329.0842105263157,1308.7936842105264,1045.9873684210527,1264.56,1279.5073684210527,1293.3831578947368
run_38_repetition_4,DONE,mypyc,fasta,26917070,8908366,6788693,34709,2874640,157810,33.09560067273296,0.5112766183417043,5.489730888041633,0,2238.6995239257885,1058.8576049804688,0.015380859375,33210380288.0,8589930496.0,1219423758.647171,0.0,314.67869329452515,93.00931762724414,4849664.0,11878400.0,97.80411613449805,0.516911034571162,0.4536959944223039,0.5348055664513873,0.577723222444259,0.6937526311566704,0.5362307644352667,0.5061478887063564,0.48226233218895426,0.3453523530675133,0.44263163131282196,0.3433315726275362,2080.4577240940876,1782.9478703115067,1746.7635092180547,1761.7952956134775,1293.9872854418309,1310.4825174825176,1306.3432930705658,1302.1589319771138,1036.9364272091545,1241.325492689129,1267.5594405594406,1279.2027972027972
run_33_repetition_14,DONE,codon,n_body,,,,,,,,,,0,27.0902099609375,11.306701660127146,0.0,33210380288.0,8589930496.0,1248880729.0434783,0.0,4.409513235092163,81.89939722807512,3801088.0,10051584.0,79.58193969726562,0.5285704654196034,1.8563664477804434,0.4077082302259362,0.24110671748285709,1.7449534043021824,1.5830546151036802,1.7874396158301311,0.38386638527331146,0.5909057207729506,0.5934264970862347,1.85698357872341,1983.0,1796.3478260869565,1763.5217391304348,1821.1304347826087,1298.1304347826087,1363.695652173913,1375.9130434782608,1339.3478260869565,1120.7391304347825,1227.4347826086957,1328.0434782608695,1389.3478260869565
run_30_repetition_1,DONE,codon,binary_trees,937180645,627702734,49205971,33216276,5972609,4084299,66.97777395946967,67.50456362297982,68.383833597679,0,164.17877197265625,66.9974365234375,0.00140380859375,33210380288.0,8589930496.0,1657777068.9729729,0.0,22.253363847732544,90.07812946766346,0.0,4096.0,91.86720963211746,0.8256340252386557,0.6708549282572291,0.6040159974012289,0.3878605150961661,0.45729875618273075,0.5961501619837306,0.7398255494263795,0.2538557009654002,0.28171396523982556,0.38110559265892785,0.7360148784276601,2074.837837837838,1782.954954954955,1814.7657657657658,1781.6846846846847,1367.900900900901,1404.3243243243244,1382.5225225225224,1387.8108108108108,1112.6576576576576,1318.7837837837837,1306.4144144144145,1332.027027027027
run_30_repetition_9,DONE,codon,binary_trees,935326395,629438450,49253416,33508112,5983650,4096056,67.29612821415138,68.03205690342371,68.45413752475496,0,164.6566162109375,67.26385498043965,0.0013427734375,33210380288.0,8589930496.0,1667383554.3063064,0.0,22.357850551605225,94.6232508753871,4063232.0,10051584.0,95.08258259403813,0.7801395762074101,0.7275457210368939,0.6676188309987386,0.5577005523819107,0.5148005098909945,0.26866151620675854,0.5663878122965494,0.30030029743641345,0.3474585666312828,0.3453453424814585,0.3482175689559799,2076.387387387387,1809.7387387387387,1846.1351351351352,1851.2252252252251,1358.3783783783783,1359.6036036036037,1364.945945945946,1386.7387387387387,1177.2972972972973,1259.1981981981983,1308.7387387387387,1314.6126126126126
run_3_repetition_4,DONE,numba,fasta,123405520,25971287,12954420,2100127,14321884,204775,21.04548240629755,16.21166366383057,1.4298049055557216,0,658.668212890625,300.23590087893535,0.00537109375,33210380288.0,8589930496.0,1294063033.3054392,0.0,95.69049167633057,92.1827841802621,0.0,417792.0,97.80130897106984,0.7047826606608834,0.3245708531540308,0.3548049855681144,0.3852570209044293,0.5196214004041759,0.6255272162384568,0.3921666653460539,0.2410263154795978,0.2968443103415198,0.5269805305173706,0.5572256293132215,2079.384937238494,1768.5041841004183,1740.836820083682,1726.6694560669457,1277.0397489539748,1321.1799163179917,1324.94769874477,1311.560669456067,1011.6297071129707,1214.3619246861924,1264.2050209205022,1254.5543933054394
run_49_repetition_11,DONE,py3.13-jit,mandelbrot,44554748,2311345,16411880,47667,9163185,4460,5.187651381172664,0.2904420456401095,0.04867303235719895,0,6858.208740234382,3292.298828124942,0.0513916015625,33210380288.0,8589930496.0,1225393972.0193725,0.0,950.3570098876953,94.15880077215063,5767168.0,14737408.0,99.71587732491379,0.5126094617173907,0.6464280404525446,0.5402738259802068,0.5263151085848656,0.5054618427880967,0.5085660918282568,0.4236680695974945,0.2871714822114907,0.3187430104247443,0.38906131322370324,0.41086636052856595,2098.9326173931354,1788.7489997894293,1757.9484101916194,1762.9949463044852,1277.5824384080859,1311.978100652769,1297.0873868182775,1327.770267424721,1032.080648557591,1224.890082122552,1273.5375868603917,1280.9014529374606
run_21_repetition_0,DONE,pypy,mandelbrot,965608132,62001598,35716702,3872835,197235515,522454,6.4209896277054135,10.843204392163644,0.2648884000429639,0,886.070068359375,419.3011474609666,0.00677490234375,33210380288.0,8589930496.0,1277860574.8305647,0.0,120.3360481262207,91.15761383031294,131072.0,417792.0,96.13665614334056,0.7125074245604962,0.42057715044465177,0.42151494289553443,0.7573783895700081,0.37105869633018773,0.3651598808773332,0.37219450461904074,0.5298281313969051,0.39777637547828826,0.5535075403131123,0.2678257885367371,2078.9833887043187,1827.9651162790697,1773.985049833887,1805.9684385382059,1325.6644518272426,1355.7242524916944,1334.6362126245847,1352.1146179401994,1078.1345514950167,1227.6910299003323,1298.812292358804,1293.8222591362126
run_3_repetition_2,DONE,numba,fasta,109653846,26230873,12609825,2025251,6036957,242988,23.921525743839393,16.060896959315453,4.025007963449135,0,664.6314697265625,301.48956298825215,0.00531005859375,33210380288.0,8589930496.0,1296520073.520661,0.0,96.8235502243042,92.13520495753643,4718592.0,11878400.0,98.02380560252293,0.7961714125492356,0.5877013689230296,0.2476840163927433,0.6011036130145562,0.6159344848768771,0.7739098576967381,0.7428443345033433,0.7733502589350889,0.3964111678117563,0.4606692240504194,0.15145283857406663,2091.130165289256,1765.940082644628,1734.8202479338843,1760.4938016528927,1280.797520661157,1308.603305785124,1310.1818181818182,1316.1301652892562,1082.0723140495868,1213.1012396694214,1264.3987603305786,1254.5785123966941
run_10_repetition_4,DONE,cpython,fasta,26255223,8909095,6136094,35873,2545098,194052,33.93265789439305,0.5846227257926623,7.624539408698603,0,1918.2457885742188,917.3087158202834,0.0147705078125,33210380288.0,8589930496.0,1239893980.716105,0.0,267.28724122047424,92.27424885396208,4849664.0,11878400.0,98.07921458683657,0.6106310257304474,0.6987554957804162,0.621951565179932,0.5226783283640829,0.7286324440093522,0.7444091071127059,0.4612177081768879,0.3855409837840648,0.4117452370093556,0.39967676979325684,0.3450144920233037,2080.2374531835208,1785.9880149812734,1756.2404494382022,1775.4374531835206,1279.958052434457,1314.7647940074905,1295.6119850187265,1323.1647940074906,1054.489138576779,1218.5565543071161,1270.2921348314608,1281.0
run_1_repetition_3,DONE,numba,spectralnorm,84135773,15578935,12241412,1977959,4002099,180766,18.516422259530437,16.157931781072314,4.516779819789566,0,1207.5106201171875,470.3992919921875,0.0107421875,33210380288.0,8589930496.0,1304284090.347208,0.0,197.23496961593628,94.51268087086943,4587520.0,11878400.0,99.25402780910434,0.6537787277988976,0.5485533365138291,0.5921976475243641,0.5605537925879968,0.31163778008543297,0.5884521797223745,0.40073117350563786,0.24057750287394838,0.34124931369336126,0.3124665060624253,0.5432624129474466,2095.86192893401,1813.8659898477158,1786.0,1803.951269035533,1313.0426395939087,1328.0395939086295,1317.8538071065989,1348.0365482233503,1054.7289340101522,1223.4649746192893,1291.717766497462,1309.120812182741
run_20_repetition_13,DONE,cython,fannkuch_redux,53395407,419898,24152673,29502,15980257,41,0.786393481371909,0.12214797095128974,0.00025656658713311053,0,12459.086364746094,5984.046630859404,0.09228515625,33210380288.0,8589930496.0,1253160107.537819,0.0,1725.2700719833374,94.50499817257415,4718592.0,11878400.0,99.86544820338557,0.5332688255680686,0.5638609554782821,0.5475745670722145,0.5299457770523781,0.5331656053316566,0.5570216217443451,0.5468975784918272,0.3139778095407718,0.4791870949405252,0.45781611471400185,0.4340823357937784,2099.517053364269,1779.8904872389792,1755.2016241299305,1761.9844547563805,1279.888283062645,1296.829350348028,1292.82030162413,1318.098723897912,1040.476102088167,1203.9465197215777,1267.2618329466356,1276.4433874709978
run_45_repetition_9,DONE,nuitka,fasta,162088,21506,3250,2082,,,13.268101278317951,64.06153846153846,,0,1603.80078125,769.3419799804688,0.0126953125,33210380288.0,8589930496.0,1221839772.5467627,0.0,222.60804724693298,0.0,0.0,602112.0,98.26892314883445,0.6310639781274384,0.5188636269768794,0.5487609488768972,0.4995388135367589,0.5698261725977599,0.438070504222628,0.43196486770141895,0.5303068865867827,0.36563060191466656,0.509271640786164,0.5716847781386736,2097.6852517985612,1808.5890287769785,1789.0728417266187,1761.9676258992806,1328.2140287769785,1315.9640287769785,1315.7221223021584,1336.0368705035971,1063.0944244604316,1228.9388489208634,1276.3651079136691,1296.125
run_31_repetition_0,DONE,codon,fasta,10664733,8307457,389275,21428,3559638,3250940,77.89653055542975,5.504591869500995,91.32782603174817,0,122.8673095703125,55.035095214814646,0.000244140625,33210380288.0,8589930496.0,1250503813.5652175,0.0,18.28994870185852,88.78192497336346,3801088.0,10047488.0,90.88231999977775,1.725448748987654,0.7420181087825609,0.6571428529594255,0.6609396882679152,0.32795030785643536,0.6001529570506967,0.3930491520010907,0.4587450928014258,0.240422112138375,0.39066588036392047,0.4453933705454287,2071.586956521739,1793.0326086956522,1789.7826086956522,1769.9673913043478,1273.4239130434783,1309.2065217391305,1337.391304347826,1351.7608695652175,1053.5869565217392,1217.0652173913043,1265.3152173913043,1318.6195652173913
run_28_repetition_13,DONE,codon,mandelbrot,22691727,2431552,1559848,13991,5522293,5658,10.715588108388577,0.8969463691334026,0.1024574393281921,0,449.72027587890625,197.9949951172166,0.00335693359375,33210380288.0,8589930496.0,1237164892.4023669,0.0,67.7597017288208,93.05690308294352,4194304.0,10833920.0,96.60297129704402,0.9625947348464875,0.29364070031769884,0.6199008891215692,0.6455803062965179,0.2063293001179159,0.47478881566482184,0.6169859493625235,0.31445885533411827,0.26759737483143103,0.7398368779724166,0.26491516784450714,2092.3668639053253,1815.8224852071005,1819.4644970414201,1764.0798816568047,1319.7573964497042,1305.5118343195265,1301.887573964497,1357.6952662721894,1025.8934911242604,1211.2011834319526,1311.6479289940828,1313.3609467455622
run_54_repetition_13,DONE,py3.13-jit,n_body,19896199,345889,10157075,24883,4122641,0,1.7384677344652613,0.24498194608191826,,0,3808.07763671875,1835.5890502929688,0.03204345703125,33210380288.0,8589930496.0,1238034473.2557962,0.0,526.528177022934,94.6286822789887,786432.0,10100736.0,99.84328859996904,0.490716966232253,0.5208592058270207,0.6655252791094445,0.6238348780589972,0.548097370276656,0.4334306154174979,0.6462184074984354,0.43035545471683284,0.5263710527739929,0.44438237684709136,0.5480516617717692,2098.743443557583,1787.8966172557962,1768.3006461421512,1762.1163055872291,1291.3188901558342,1300.579627518054,1298.6735081717977,1323.4427974154314,1053.627518053972,1204.4218928164196,1268.588369441277,1272.6944127708095
run_55_repetition_2,DONE,py3.13-jit,fannkuch_redux,44217255,448129,19994825,23236,12346849,558,1.0134708724003785,0.11621006935544573,0.004519371703663015,0,9917.875061035156,4724.853759765625,0.075439453125,33210380288.0,8589930496.0,1233539885.8728323,0.0,1385.5182178020477,94.36184577390638,5767168.0,14737408.0,99.91262266346484,0.6231285266233662,0.6559042342739299,0.5748726890610821,0.5724636140973927,0.6194458592403141,0.6056054376065731,0.5171618329242647,0.346407585517864,0.47664610071893715,0.48494641805832095,0.48323870502153915,2099.44450867052,1788.6943641618498,1763.064739884393,1760.5595375722544,1298.7950867052023,1294.7809248554913,1300.5829479768786,1323.6778901734103,1041.8508670520232,1218.0565028901733,1278.5381502890173,1280.418063583815
run_54_repetition_0,DONE,py3.13-jit,n_body,19456794,284338,9608274,19825,4271783,827,1.461381561628293,0.206332583771029,0.01935959762001019,0,3741.4032592773583,1802.099365234404,0.0283203125,33210380288.0,8589930496.0,1228713147.6937356,0.0,517.6877398490906,94.18506859516046,1835008.0,5816320.0,99.81030334803086,0.5411883848679684,0.6287132066207068,0.526057932522992,0.42184461956326574,0.5122390902397344,0.5101568266945298,0.6022853075028941,0.3726141175740648,0.5867777495239469,0.463679225606828,0.4053911063805718,2098.8190255220416,1797.332173240526,1758.3228924980665,1771.005027068832,1304.015467904099,1310.3971384377417,1300.8658159319411,1330.6910286156226,1044.1167826759474,1218.3611755607114,1281.8778035576179,1289.9582366589327
run_28_repetition_1,DONE,codon,mandelbrot,23234487,2594537,1525344,19585,5579363,9446,11.166749668284046,1.2839726645268215,0.16930248130476544,0,450.2747802734375,198.05926513671875,0.00421142578125,33210380288.0,8589930496.0,1224990271.621302,0.0,67.55990862846375,93.28700012568186,3538944.0,10047488.0,97.11083896343524,0.7848055237496393,0.9998360691514946,0.757236721247611,0.7350292491489614,0.714997913005084,0.6677356516644799,0.7652461811811966,0.6621327269712144,0.4846718753054297,0.6235351275057482,0.49415555940224576,2092.1360946745563,1857.3431952662722,1830.5325443786983,1793.0710059171597,1332.7011834319526,1338.4792899408285,1344.6952662721894,1377.2366863905324,1089.5621301775147,1287.076923076923,1312.5976331360946,1340.0118343195265
run_9_repetition_9,DONE,cpython,binary_trees,82662764185,67181443159,15000407869,13394556150,572354434,163740998,81.27171141851407,89.29461296636694,28.608321744913745,0,7910.014709472656,2939.078186035127,0.060546875,33210380288.0,8589930496.0,1966451975.2284563,0.0,1091.5171451568604,93.51372520802089,1966080.0,5816320.0,99.92556469493792,0.5175588795355838,0.6405777204460743,0.5918875427026647,0.6005814614578355,0.689114337696188,0.5739028384648797,0.5437228689656661,0.41223775473845764,0.36615569942549203,0.43743826692625415,0.4571399233489409,2099.2744774477446,1802.542904290429,1768.590575724239,1791.6386138613861,1340.019068573524,1331.9072240557389,1324.5262192885955,1345.1613494682802,1124.111111111111,1238.156582324899,1256.494866153282,1269.054638797213
run_36_repetition_10,DONE,mypyc,spectralnorm,19597176,320991,10047620,19730,4303917,189,1.6379451814894146,0.1963649102971649,0.004391348624985101,0,3336.069091796875,1520.796386718721,0.0257568359375,33210380288.0,8589930496.0,1235903853.5933883,0.0,484.1751401424408,94.04125881510332,1835008.0,5816320.0,99.81700118198867,0.5500817757007505,0.663954174247655,0.4972672156189099,0.5767879720684911,0.37378518104799524,0.46636016271577396,0.5307514448426972,0.3731253946492495,0.4233962089685369,0.4265168359456969,0.4536619007956883,2098.71652892562,1806.8764462809918,1762.215702479339,1778.8421487603305,1303.2140495867768,1304.6446280991736,1307.563223140496,1336.705785123967,1018.6743801652892,1219.7619834710745,1265.6764462809917,1284.8433884297522
run_9_repetition_1,DONE,cpython,binary_trees,82765205010,67237721279,14997054767,13366357536,561106868,154860438,81.2391164510208,89.12655013710933,27.599098644431493,0,7909.902709960952,2942.7605590820312,0.06005859375,33210380288.0,8589930496.0,1978707976.2732282,0.0,1090.0026803016663,93.93030438684077,0.0,417792.0,99.92655159750275,0.6858347797608314,0.6326041605064986,0.5745743353041577,0.5724731794655258,0.576648905944439,0.6131859174818403,0.5432778232967945,0.3402026207584736,0.36735624807133993,0.4100025031022013,0.4434341190330167,2099.1882115313992,1808.9377524788836,1776.6692985677562,1783.1373485126699,1342.2006977598237,1334.3048108703636,1336.9700697759824,1347.6748071979434,1103.2106132941608,1248.3896437752478,1261.8301505692252,1265.9225119353655
run_3_repetition_6,DONE,numba,fasta,145491593,26389067,14019514,2184490,17238900,212793,18.13786381457793,15.581781222943963,1.2343769033987086,0,666.5612182617188,307.9688720702834,0.0059814453125,33210380288.0,8589930496.0,1298997016.1509433,0.0,95.59408211708069,93.5879862083579,4718592.0,11878400.0,98.0983176721217,0.6658500859072624,0.9256072367387248,0.6989511604454033,1.020483337483316,0.3664987580831196,0.5556315863407383,0.44770152532579516,0.22398286326876227,0.23167276213753898,0.4113510829597649,0.5149671636537436,2093.8008385744233,1826.2180293501049,1788.1719077568134,1775.125786163522,1305.3207547169811,1306.0524109014675,1328.2599580712788,1345.7002096436058,1079.2851153039833,1237.377358490566,1277.6561844863731,1289.7589098532494
