__run_id,__done,subject,target,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cache-misses_percent,LLC-load-misses_percent,LLC-store-misses_percent,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP,execution_time,PROCESS_CPU_USAGE,PROCESS_MEMORY,PROCESS_VIRTUAL_MEMORY,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,CPU_USAGE_10,CPU_USAGE_11,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_FREQUENCY_10,CPU_FREQUENCY_11
run_25_repetition_10,DONE,pypy,k_nucleotide,4529258933,745915469,496712583,55474994,349457158,5039591,16.468819293268698,11.168429369142839,1.4421198377627737,0,659.9782104492042,289.06549072265625,0.00506591796875,33210380288.0,8589930496.0,1607957888.5791855,0.0,88.65615367889404,94.05369612749885,0.0,4096.0,98.83563083976642,0.441692842752146,0.9614911358550663,0.8620237635271581,0.5108329091406516,0.3918178170514862,0.45191578883930567,0.4536867875319261,0.16635411445102002,0.36564962181570304,0.6405248426204353,0.5832846673095927,2088.6131221719456,1849.29185520362,1790.8235294117646,1773.3393665158371,1335.5678733031675,1373.5090497737556,1339.8303167420815,1352.2398190045249,1087.3325791855204,1222.287330316742,1278.9932126696833,1270.9524886877828
run_19_repetition_0,DONE,cython,n_body,31110785,340747,15998774,20514,7927758,407,1.095269695059125,0.12822232503565584,0.005133860039622804,0,6685.7940673828125,3198.5259399414062,0.048828125,33210380288.0,8589930496.0,1124593771.6501508,0.0,928.9388456344604,94.2875281041781,0.0,335872.0,99.85280683912731,0.5616061594377351,0.6009953354053177,0.48116769824290984,0.656477233659009,0.5737651657828325,0.6121428922679033,0.5251426291377161,0.3091016705791943,0.49771394619444537,0.43867391831001196,0.4492651543667069,2099.2783283067643,1781.6999138302456,1765.7139164153382,1759.9612236105127,1281.9793192589402,1307.5954330030158,1299.515295131409,1319.8408013787162,1040.0295131408875,1209.574321413184,1260.0872468763464,1276.335200344679
run_17_repetition_0,DONE,cython,fasta,23355718,8853023,4743625,38545,2517860,203688,37.905163095392744,0.8125642309415269,8.08972699038072,0,1951.9352416992479,932.3923950195312,0.01336669921875,33210380288.0,8589930496.0,1137427849.6141384,0.0,271.7276997566223,93.52942658594326,1966080.0,5816320.0,98.32810837741452,0.44827712589493557,0.6775907788738411,0.4996299797638878,0.5083067658109061,0.47313582131279763,0.609596624377901,0.7686279969775448,0.46785140720049306,0.33851584346638514,0.45850247972053704,0.40111053728434054,2097.9145802650955,1782.7091310751105,1765.2525773195875,1762.499263622975,1301.8085419734905,1318.7533136966126,1303.6472754050073,1319.7106038291606,1019.3431516936672,1220.1067746686304,1262.8460972017674,1272.9403534609721
run_8_repetition_6,DONE,cpython,spectralnorm,18853187,366112,9847418,13799,3999845,0,1.9419104048562188,0.14012810261532516,,0,3244.2202148437354,1548.0478515625,0.02197265625,33210380288.0,8589930496.0,1123117671.0340557,0.0,452.3800747394562,94.1660086097363,4718592.0,11878400.0,99.44365557839733,0.6506244979011226,0.55146808136042,0.45042678179966567,0.5569259743809647,0.5980882468554679,0.4895225048908772,0.5625443501922738,0.23684470407575803,0.40967765601400463,0.5586626661240343,0.3928396859457935,2098.691729323308,1790.2100840336134,1766.843432109686,1770.0061919504644,1293.8363555948695,1313.704555506413,1295.1149933657673,1306.4303405572755,1036.18487394958,1194.313135780628,1265.0893409995576,1281.500663423264
run_48_repetition_6,DONE,nuitka,fannkuch_redux,85234,27264,5538,3699,,,31.98723514090621,66.79306608884073,,0,12148.607604980469,5829.2412109375,0.0909423828125,33210380288.0,8589930496.0,1130123644.8194032,0.0,1683.2474598884583,0.0,131072.0,634880.0,99.92417559307944,0.5863192060900534,0.5924919421140482,0.6023822792459932,0.46070836667795695,0.5320351863216382,0.4905176102980438,0.5948968642022434,0.38084099230322965,0.3707794036586451,0.36918466032479696,0.43770824878922454,2098.7790987991916,1776.3098323623826,1760.4746165735346,1746.9793128046606,1284.4830579003685,1310.8274878135774,1287.1481393413387,1300.3326596124123,1034.5622399239091,1209.8925216977768,1260.4944715253835,1270.0275829271193
run_31_repetition_1,DONE,codon,fasta,10333733,8179505,374833,19728,3820491,3514182,79.15343854926385,5.263143853396046,91.98247031598818,0,122.64324951171875,54.7953491211083,0.0009765625,33210380288.0,8589930496.0,1132941089.3913043,0.0,18.30051589012146,92.72282561011936,0.0,393216.0,93.18322987141816,0.8780686181524525,1.3738499257875525,0.5304469595784727,0.33463335037231445,0.41864571882330853,0.5525422510893448,1.0978260765904966,0.38728535175323486,0.3372213425843612,0.4652295682741248,0.6937927953574968,2071.1847826086955,1853.891304347826,1796.9673913043478,1815.4239130434783,1324.4673913043478,1388.054347826087,1353.7826086956522,1335.9239130434783,1044.75,1229.8369565217392,1277.9130434782608,1304.4021739130435
run_25_repetition_1,DONE,pypy,k_nucleotide,4563504387,701950389,493983853,56429171,375117659,4830971,15.381827855795157,11.423282493405711,1.287854859426919,0,651.6854858398438,285.13800048828125,0.00433349609375,33210380288.0,8589930496.0,1628994968.2004557,0.0,87.6794638633728,93.69331216920753,11534336.0,66387968.0,98.62674911255716,0.5699256995272799,0.6119908258692278,0.8597434717050174,0.3231623916799767,0.7315349833433069,0.5946726435137772,0.45049186862139606,0.410457221685075,0.6988392363648208,0.5984369381277871,0.4637333432335517,2087.1867881548974,1827.4464692482916,1800.633257403189,1820.373576309795,1372.357630979499,1378.4031890660592,1345.5239179954442,1361.0933940774487,1156.763097949886,1259.1480637813213,1290.2391799544419,1279.1640091116174
run_17_repetition_5,DONE,cython,fasta,24234782,8898287,5527425,36997,2610448,232892,36.717008636595125,0.6693351786772322,8.921533775045509,0,1946.8063964843604,929.7945556640625,0.01666259765625,33210380288.0,8589930496.0,1142107682.7374632,0.0,271.3163664340973,92.8536830525131,0.0,335872.0,98.59796937588042,0.5955875419234105,0.8312151715994585,0.55280922454367,0.698464517242613,0.5962142470707584,0.5520080283152319,0.5307332186088801,0.30689696622545387,0.2981990676889729,0.43624604073597617,0.3710525213441314,2081.0353982300885,1795.5007374631268,1763.664454277286,1770.0811209439528,1297.9225663716813,1315.7772861356932,1306.8370206489676,1300.2271386430677,1034.5715339233038,1227.995575221239,1271.5575221238937,1275.5870206489676
run_14_repetition_4,DONE,cython,mandelbrot,37938882,2286531,14469376,29787,7597739,6086,6.026880286034785,0.20586236752711384,0.08010277794485965,0,5790.036804199233,2674.8580932617188,0.04669189453125,33210380288.0,8589930496.0,1145003103.2443373,0.0,830.4279072284698,93.72400422935026,0.0,335872.0,99.8143251772961,0.5351176548865905,0.5073285221048148,0.5536129901926201,0.5060071482141334,0.4739467766521925,0.5152656911223767,0.5652928954901465,0.35924137809549467,0.3758067599692977,0.3498132529962494,0.4045039500673133,2099.211807228916,1779.8689156626506,1760.8414457831325,1742.216626506024,1282.6730120481927,1314.2783132530121,1289.3934939759035,1306.509156626506,1062.9802409638555,1233.8997590361446,1266.2014457831326,1268.458795180723
run_35_repetition_5,DONE,mypyc,mandelbrot,40786768,2264473,15593031,34926,8471974,5672,5.55197950472565,0.2239846762313241,0.06695015825119387,0,6530.445434570298,3040.482543945298,0.04925537109375,33210380288.0,8589930496.0,1148679608.6196213,0.0,930.170572757721,94.05652676761252,4849664.0,11878400.0,99.79398044169257,0.6149158029914825,0.5103855692363134,0.6435998530029328,0.40693297494273384,0.5783137185643339,0.49398047950202134,0.5362031381455428,0.32943444547729117,0.3551388212099748,0.45305903196309194,0.4160064649022795,2099.084552495697,1787.4363166953528,1761.8584337349398,1769.8515490533564,1286.4548192771085,1318.1523235800344,1297.9380378657488,1307.551635111876,1043.710413080895,1221.8326161790017,1271.1247848537005,1273.6473752151462
run_41_repetition_13,DONE,mypyc,fannkuch_redux,70861133,584626,32735841,29630,21761405,108,0.8250305565958139,0.09051241420680166,0.0004962914848558722,0,16657.634216308565,7977.959289550781,0.1268310546875,33210380288.0,8589930496.0,1147611031.4613051,0.0,2309.351231813431,94.36012454933346,1835008.0,5816320.0,99.97031344337638,0.5391731703185324,0.5434023573412227,0.5511761000911805,0.5111553119573801,0.5914801817175235,0.5442780776591656,0.5175114095918701,0.3888202455494947,0.4059946942509166,0.4396519944367494,0.4306600852652742,2099.5960655169424,1781.7712973394575,1763.5629603951816,1763.3832221163013,1293.1922176965074,1312.985873992547,1294.1167345523875,1307.422393621631,1037.5763064390328,1216.667648843054,1268.1021752318225,1270.618944449259
run_48_repetition_14,DONE,nuitka,fannkuch_redux,191821,21720,3354,2190,,,11.323056391114633,65.29516994633273,,0,12155.917053222656,5828.030700683579,0.0941162109375,33210380288.0,8589930496.0,1147932991.8706763,0.0,1683.8583717346191,0.0005869810439227353,131072.0,626688.0,99.84547723760846,0.5673289459765942,0.60233694372698,0.5865089367398975,0.5272532807056224,0.5609169758472831,0.5620692057720365,0.5927195209222955,0.2873236704890062,0.39274957835936425,0.42627956215803653,0.4811929996959749,2098.5568762629264,1780.661119695709,1766.8471413288958,1759.514917389754,1292.0518245572327,1317.5228812552002,1296.5167003447045,1311.7886604065138,1047.4928087483656,1222.6759776536312,1270.3349578033994,1275.6690835611553
run_54_repetition_10,DONE,py3.13-jit,n_body,17720751,292824,8587348,21701,4516848,369,1.6524356106578102,0.2527089853584599,0.00816941371505085,0,3758.0317993164062,1809.0737304687646,0.02947998046875,33210380288.0,8589930496.0,1140785736.240555,0.0,519.1337444782257,94.21274160621896,1966080.0,5816320.0,99.84579799537394,0.5273026215772768,0.664997286985448,0.5192896159410293,0.45569829816255736,0.5499732699202131,0.5741405556683551,0.4168698864550249,0.34854733979554936,0.48907455785879284,0.36651632170219467,0.45700271528734093,2098.796838858905,1774.7590593677717,1758.6060138781804,1767.4934464148034,1277.348496530455,1307.905936777178,1299.4082498072476,1315.026599845798,1050.1854279105628,1227.479568234387,1274.4483423284503,1281.4371626831148
run_2_repetition_5,DONE,numba,binary_trees,2265978049,737053738,267768033,109682134,181395212,8237127,32.52695842862509,40.96162367522041,4.540983694762572,0,327.40423583984375,139.8816528320167,0.00250244140625,33210380288.0,8589930496.0,2055443701.9388647,0.0,45.72459697723389,93.81107122096432,4980736.0,11878400.0,95.63318777292577,0.49394410145855366,0.7003966575106159,0.6504230020348162,0.5268771843618701,0.5859798578195697,0.6646372936177982,0.39532477158125834,0.8887400145613991,0.5621775188300286,0.23191983028270272,0.37802013663745865,2087.825327510917,1768.938864628821,1795.2183406113538,1771.6157205240174,1341.659388646288,1313.4847161572052,1297.0218340611355,1366.6331877729258,1063.1965065502184,1249.593886462882,1295.3318777292577,1295.2096069868996
run_23_repetition_4,DONE,pypy,binary_trees,10946707541,1475852184,851513293,442161121,1428064021,6794466,13.482155967648868,51.92650832756877,0.47578161063410757,0,531.1928100585938,223.9132690429542,0.0047607421875,33210380288.0,8589930496.0,1454835276.8725212,0.0,70.62488126754761,94.47227630399104,0.0,376832.0,97.14015917467329,0.6852877752976783,0.6423208674695606,0.7394613800913349,0.5991471830238364,0.822225540116556,0.685339130693387,0.693920235120541,0.6130389252060195,0.4604656119691076,0.6241069789817583,0.20086160395030597,2092.9348441926345,1847.371104815864,1842.8810198300284,1804.9376770538245,1355.9688385269121,1374.473087818697,1352.8186968838527,1387.4220963172804,1126.1331444759207,1238.1076487252124,1267.7195467422096,1284.6062322946175
run_15_repetition_14,DONE,cython,spectralnorm,14955988,276853,7774722,18574,3319924,0,1.8511180939701208,0.23890243278151937,,0,2585.378173828125,1180.9030761718896,0.0179443359375,33210380288.0,8589930496.0,1137139961.4358974,0.0,374.55338406562805,94.45931419551881,0.0,335872.0,99.76787101713,0.548838247011742,0.6018433198014386,0.563310031261709,0.6604954294669323,0.6345980344738207,0.5889847766066718,0.6017661905154968,0.2790461377774039,0.3390759788135178,0.3902183891329755,0.48281258351018286,2098.905982905983,1812.85202991453,1780.292200854701,1759.0534188034187,1297.1720085470085,1334.5844017094016,1311.2681623931624,1333.0,1023.3034188034188,1229.1891025641025,1265.838141025641,1278.2350427350427
run_57_repetition_6,DONE,pyston-lite,spectralnorm,18933838,366827,9797337,14133,3844935,131,1.9374149076378493,0.1442534843907074,0.0034070797035580577,0,3238.6615600585938,1540.2960815429833,0.02777099609375,33210380288.0,8589930496.0,1138719591.508617,0.0,452.8344774246216,94.40889287890452,4718592.0,11878400.0,99.63386149960601,0.6859092394625039,0.5380122556367175,0.5638020239042804,0.4382789351088886,0.39971116295811143,0.6235038327844176,0.6228350297544996,0.3404680744004471,0.44655041082528013,0.362464344230206,0.5564743153457877,2098.681396376491,1799.106053910738,1779.1444984533805,1776.5360141405215,1282.6159964648696,1316.1621741051702,1308.5475033141847,1329.0720282810428,1024.78656650464,1225.9681838267786,1279.2845779938136,1283.0225364560317
run_10_repetition_13,DONE,cpython,fasta,24799793,8908247,5195346,37915,2571544,203059,35.920650628011295,0.7297877754436374,7.896384428965633,0,1921.1326293945312,918.265502929702,0.01336669921875,33210380288.0,8589930496.0,1144131139.4491017,0.0,267.2402627468109,92.52189687626091,4849664.0,11878400.0,98.14970928180718,0.7765568412483452,0.7506553389265865,0.5823188569775956,0.6119868513754385,0.43324184509183833,0.4792725739632538,0.4972265749768226,0.3939087802912304,0.29101260370033943,0.5830231492747804,0.3669623328807825,2076.5741017964074,1763.7881736526947,1754.9513473053892,1748.2874251497005,1277.379491017964,1323.0187125748503,1299.381736526946,1322.0943113772455,1037.1571856287426,1200.8428143712574,1270.562874251497,1267.7866766467066
run_28_repetition_14,DONE,codon,mandelbrot,22797938,2457918,1562999,8978,5403210,11756,10.781317152454752,0.5744085568832737,0.21757436782949396,0,450.69232177731465,198.1478881836083,0.00311279296875,33210380288.0,8589930496.0,1146962477.443787,0.0,67.47570037841797,89.61590238717886,4063232.0,10047488.0,90.22859815450815,0.5687891837407851,0.727503320698202,0.3476537205058442,1.1021433100545195,1.4086653618417548,0.4005644044579839,0.587175737294925,0.5934994017936774,0.5055690293128674,0.7463782882902044,0.45150707282963587,2045.923076923077,1804.1923076923076,1775.9792899408285,1753.9023668639054,1318.1005917159764,1323.9112426035504,1311.0591715976332,1356.5,1034.0,1244.1834319526627,1288.292899408284,1311.0562130177516
run_60_repetition_7,DONE,pyston-lite,k_nucleotide,1866816266,223301762,381482654,6998842,40886364,3571234,11.96163575746345,1.8346422639704085,8.734535553222585,0,1807.427246093721,838.7799682617188,0.01275634765625,33210380288.0,8589930496.0,1565190134.1380417,0.0,249.3633975982666,93.8068095814933,4718592.0,11878400.0,99.75225068363294,0.7175028345653754,0.6910688225568584,0.602342483439568,0.586830070849215,0.5347237820897018,0.6748233084980978,0.4857684275790164,0.33407550480928316,0.37877164790660955,0.3870977670624015,0.4718252507488379,2097.6067415730336,1823.943820224719,1816.1886035313003,1791.1950240770466,1317.3595505617977,1346.5794542536116,1322.0947030497591,1348.4662921348315,1062.591492776886,1258.8346709470304,1290.23113964687,1304.5192616372392
run_22_repetition_2,DONE,pypy,spectralnorm,151226467,3952269,803044,58210,2679682,15499,2.613477044332458,7.2486688151583225,0.5783895253242736,0,123.51019287109375,52.6632690429833,0.000732421875,33210380288.0,8589930496.0,1175814790.7368422,0.0,18.83740472793579,88.4985491300884,3932160.0,66387968.0,84.21052631578948,0.22014641573554591,0.08689586802532798,0.2743294377075998,0.6136500471516659,0.5588741315038581,0.15634010591005024,0.5368886659019871,0.5706766868892469,0.16911960652000027,0.5601503710997732,0.22719339446017617,2067.315789473684,1802.0315789473684,1786.9473684210527,1730.9789473684211,1304.5684210526315,1282.9263157894736,1330.4315789473685,1305.3052631578948,1075.1052631578948,1141.5894736842106,1232.3157894736842,1276.0210526315789
run_0_repetition_5,DONE,numba,mandelbrot,110733793,20587152,12940107,2351866,6515581,167651,18.591571228847908,18.17501199951438,2.5730782872624864,0,557.1880493164354,251.45983886720205,0.004638671875,33210380288.0,8589930496.0,1223252399.6862745,0.0,81.4709005355835,91.82829984029134,4849664.0,11878400.0,96.384199441648,0.33205391846451104,0.4104108332711108,0.48536039720855506,1.0594974477209298,0.22424742681723014,0.5991303418927333,0.5648334997833944,0.5135116173575321,0.2758370149953693,0.6484621244610524,0.5123128247465573,2074.6813725490197,1791.3333333333333,1761.2573529411766,1786.4681372549019,1265.7573529411766,1301.1617647058824,1309.9558823529412,1327.9558823529412,1039.7769607843138,1229.4583333333333,1254.8578431372548,1274.1053921568628
run_55_repetition_11,DONE,py3.13-jit,fannkuch_redux,48615760,520170,24867770,23026,11355381,66,1.0699616749794716,0.0925937468458169,0.000581222241684361,0,9985.137023925752,4766.200195312471,0.08184814453125,33210380288.0,8589930496.0,1159707326.51677,0.0,1390.269425868988,94.31832366060384,5111808.0,13287424.0,99.95507681920611,0.6491743137171685,0.508107620223711,0.5951857071172012,0.487459674788599,0.5386596642948319,0.5268620024641006,0.5511708764424509,0.37215223613060927,0.4684334530261707,0.3670752147311562,0.39454164075751913,2099.5007917086514,1786.0656398445371,1772.585000719735,1745.4666762631352,1289.9481790701022,1310.8382035410968,1298.9421332949476,1324.8662732114583,1035.0446235785232,1220.1810853605873,1274.3425939254355,1279.1613646178207
run_0_repetition_0,DONE,numba,mandelbrot,113745861,21079405,13079194,2301311,6620746,180457,18.532019376072068,17.595205025630783,2.725629407924726,0,558.6464843749418,252.2990112304542,0.0040283203125,33210380288.0,8589930496.0,1221402493.490196,0.0,81.66986107826233,92.86781476058212,0.0,417792.0,97.94727403977338,0.6486603559232226,0.2571337741671824,0.33021357261082707,0.3320906404771057,0.3988011296765477,0.37422819420987485,0.40221066656065924,0.43111535607307566,0.1767303322752317,0.4839985861497767,0.3034971328634842,2084.9877450980393,1784.735294117647,1789.6642156862745,1757.7401960784314,1284.4583333333333,1335.671568627451,1308.110294117647,1332.4632352941176,1008.8333333333334,1227.737745098039,1275.3921568627452,1288.703431372549
run_22_repetition_9,DONE,pypy,spectralnorm,153906898,3068480,1086980,49789,2732077,27129,1.9937248036796897,4.580489061436273,0.9929807981253822,0,123.23199462896446,52.64251708984375,0.00146484375,33210380288.0,8589930496.0,1170672974.1473684,0.0,18.882097244262695,91.36427564119037,1966080.0,5816320.0,91.5571687397204,0.5326314524600381,0.2999954474599738,0.3238724219171624,0.04854466287713302,0.2528191466080515,0.19225506280597887,0.3829621860855504,1.0360717811082538,0.2542974233627319,0.1969125835519088,1.4371671601345664,2086.9473684210525,1779.178947368421,1715.157894736842,1803.3894736842105,1328.7578947368422,1312.3157894736842,1281.621052631579,1329.9052631578948,1031.8736842105263,1241.3157894736842,1261.1263157894737,1286.9684210526316
