# started on Fri Jan 10 05:32:28 2025

39080,,cache-references,3293125,100.00,,
14997,,cache-misses,3293125,100.00,38.375,of all cache refs
22939,,LLC-loads,3293125,100.00,,
10058,,LLC-load-misses,3293125,100.00,43.85,of all LL-cache accesses
<not counted>,,LLC-stores,0,0.00,,
<not counted>,,LLC-store-misses,0,0.00,,
