Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),PROCESS_CPU_USAGE,PROCESS_MEMORY,PROCESS_VIRTUAL_MEMORY,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1737285805575,1600,1600,1600,1600,0,0,0,0,134648.4448852539,176636.0750732422,121745.96655273438,0,0,6242304,14741504,33610452992,34317791232,3777241088,2895872
200,1737285805575,1600,1600,1600,1600,0,0,0,0,134648.4637451172,176636.14526367188,121746.00366210938,0,0,6242304,14741504,33610452992,34317791232,3777241088,2895872
199,1737285805775,1600,1600,1600,1600,0,0,0,0,134649.1522216797,176637.99755859375,121746.67510986328,0,0,6242304,14741504,33610452992,34317791232,3777220608,2895872
200,1737285805975,1600,1600,1600,1600,0,0,0,0,134649.7733154297,176639.50946044922,121747.08874511719,0,61.068702697753906,6242304,14741504,33610452992,34317791232,3777220608,2895872
200,1737285806175,1600,1600,1600,1600,0,0,0,0,134650.39520263672,176641.0341796875,121747.51135253906,0,50,6242304,14741504,33610452992,34317791232,3777220608,2895872
200,1737285806375,1599,1600,1600,1600,0,0,0,0,134651.01470947266,176642.54718017578,121747.92456054688,0,100,6242304,14741504,33610452992,34317791232,3777220608,2895872
199,1737285806575,1600,1600,1600,1600,0,0,0,0,134651.634765625,176644.09204101563,121748.35925292969,0,101.26582336425781,6242304,14741504,33610452992,34317791232,3777220608,2895872
200,1737285806776,1599,1600,1600,1600,0,0,0,0,134652.25329589844,176645.59326171875,121748.76708984375,0,100,6242304,14741504,33610452992,34317791232,3777220608,2895872
200,1737285806976,1600,1600,1600,1600,0,0,0,0,134652.87176513672,176647.099609375,121749.17694091797,0,100,6242304,14741504,33610452992,34317791232,3777220608,2895872
200,1737285807176,1600,1600,1600,1600,0,0,0,0,134653.49212646484,176648.61907958984,121749.59521484375,0,100,6242304,14741504,33610452992,34317791232,3777220608,2895872
200,1737285807376,1599,1600,1600,1600,0,0,0,0,134654.11102294922,176650.12811279297,121750.00646972656,0,101.26582336425781,6242304,14741504,33610452992,34317791232,3777220608,2895872
200,1737285807576,1600,1600,1600,1600,0,0,0,0,134654.73046875,176651.67401123047,121750.44055175781,0,100,6242304,14741504,33610452992,34317791232,3777220608,2895872
200,1737285807776,1600,1600,1600,1600,0,0,0,0,134655.34881591797,176653.17938232422,121750.84954833984,0,100,6242304,14741504,33610452992,34317791232,3777220608,2895872
200,1737285807976,1599,1600,1600,1600,0,0,0,0,134655.97033691406,176654.68701171875,121751.25982666016,0,101.26582336425781,6242304,14741504,33610452992,34317791232,3777220608,2895872
200,1737285808176,1599,1600,1600,1600,0,0,0,0,134656.5902709961,176656.2201538086,121751.677734375,0,100,6242304,14741504,33610452992,34317791232,3777220608,2895872
200,1737285808376,1599,1600,1600,1600,0,0,0,0,134657.2088623047,176657.72845458984,121752.095703125,0,101.26582336425781,6242304,14741504,33610452992,34317791232,3777220608,2895872
200,1737285808576,1600,1600,1600,1600,0,0,0,0,134657.82836914063,176659.27850341797,121752.53063964844,0,100,6242304,14741504,33610452992,34317791232,3777220608,2895872
199,1737285808776,1599,1600,1600,1600,0,0,0,0,134658.4609375,176660.84967041016,121752.98413085938,0,98.76543426513672,6242304,14741504,33610452992,34317791232,3777220608,2895872
199,1737285808977,1600,1600,1600,1600,0,0,0,0,134659.0805053711,176662.39520263672,121753.43133544922,0,98.76543426513672,6242304,14741504,33610452992,34317791232,3777478656,2895872
200,1737285809177,1599,1600,1600,1600,0,0,0,0,134659.7088623047,176663.9345703125,121753.84997558594,0,50,6242304,14741504,33610452992,34317791232,3777478656,2895872
200,1737285809377,1599,1600,1600,1600,0,0,0,0,134660.32415771484,176665.43798828125,121754.27087402344,0,50,6242304,14741504,33610452992,34317791232,3777478656,2895872
199,1737285809577,1600,1600,1600,1600,0,0,0,0,134660.94537353516,176666.99407958984,121754.70825195313,0,50.632911682128906,6242304,14741504,33610452992,34317791232,3777478656,2895872
199,1737285809777,1600,1600,1600,1600,97.68518829345703,3.480278253555298,4.1666669845581055,5.787036895751953,134661.56512451172,176668.50756835938,121755.12170410156,0,50.632911682128906,6242304,14741504,33610452992,34317791232,3777478656,2895872
199,1737285809977,1600,1600,1600,1600,100,0,5,0,134662.1890258789,176670.0400390625,121755.54748535156,0,100,6242304,14741504,33610452992,34317791232,3777478656,2895872
