# started on Thu Jan  9 06:15:18 2025

67281,,cpu_core/cache-references/,530219,25.00,,
22167,,cpu_core/cache-misses/,1527067,74.00,,
3174,,cpu_core/LLC-loads/,2061969,100.00,,
2160,,cpu_core/LLC-load-misses/,2061969,100.00,68.05,of all LL-cache accesses
<not counted>,,cpu_core/LLC-stores/,0,0.00,,
<not counted>,,cpu_core/LLC-store-misses/,0,0.00,,
