Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),PROCESS_CPU_USAGE,PROCESS_MEMORY,PROCESS_VIRTUAL_MEMORY,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1737261465527,1600,1599,1600,1600,0,0,0,0,56221.6494140625,259075.24432373047,73205.5786743164,0,0,4096,4096,33610452992,34317791232,3775537152,2895872
200,1737261465527,1600,1600,1600,1600,0,0,0,0,56221.668701171875,259075.3139038086,73205.61499023438,0,0,4096,4096,33610452992,34317791232,3775537152,2895872
199,1737261465728,1600,1600,1600,1600,0,0,0,0,56222.503356933594,259077.18292236328,73206.2280883789,0,0,4096,4096,33610452992,34317791232,3777335296,2895872
199,1737261465928,1600,1600,1600,1600,0,0,0,0,56223.265625,259078.63299560547,73206.56457519531,0,64.40678405761719,4096,4096,33610452992,34317791232,3791011840,2895872
199,1737261466128,1599,1600,1600,1600,0,0,0,0,56224.12811279297,259080.16436767578,73206.90789794922,0,50.955413818359375,4096,4096,33610452992,34317791232,3800559616,2895872
199,1737261466328,1600,1600,1600,1600,95.45454406738281,7.865169048309326,10.112359046936035,20,56224.990234375,259081.67376708984,73207.2357788086,0,53.5031852722168,4096,4096,33610452992,34317791232,3808559104,2895872
199,1737261466528,1600,1600,1600,1600,100,5,5,5,56225.97106933594,259083.20086669922,73207.53936767578,0,101.26582336425781,4096,4096,33610452992,34317791232,3810623488,2895872
199,1737261466728,1599,1600,1600,1600,100,0,0,0,56226.81506347656,259084.69732666016,73207.8726196289,0,101.26582336425781,4096,4096,33610452992,34317791232,3823009792,2895872
199,1737261466928,1600,1600,1600,1600,100,0,0,0,56227.72625732422,259086.1889038086,73208.17248535156,0,98.76543426513672,4096,4096,33610452992,34317791232,3826364416,2895872
199,1737261467128,1600,1600,1600,1600,100,0,0,0,56228.61932373047,259087.7520751953,73208.54022216797,0,100,4096,4096,33610452992,34317791232,3838492672,2895872
199,1737261467328,1600,1600,1600,1600,100,0,0,0,56229.56921386719,259089.24322509766,73208.82421875,0,101.26582336425781,4096,4096,33610452992,34317791232,3838492672,2895872
199,1737261467528,1600,1600,1600,1600,100,4.761904716491699,5,0,56230.31964111328,259090.73077392578,73209.1787109375,0,98.76543426513672,4096,4096,33610452992,34317791232,3858104320,2895872
199,1737261467729,1600,1600,1600,1600,100,0,4.761904716491699,5,56231.351806640625,259092.2764892578,73209.48736572266,0,100,4096,4096,33610452992,34317791232,3858104320,2895872
199,1737261467929,1599,1600,1600,1600,100,0,4.761904716491699,5,56232.29412841797,259093.75958251953,73209.76782226563,0,100,4096,4096,33610452992,34317791232,3858104320,2895872
199,1737261468129,1599,1600,1600,1600,100,5,5,9.523809432983398,56232.95721435547,259095.26501464844,73210.16418457031,0,92.68292999267578,4096,4096,33610452992,34317791232,3882618880,2895872
199,1737261468329,1600,1600,1600,1600,100,0,9.523809432983398,0,56234.07598876953,259096.84765625,73210.4799194336,0,100,4096,4096,33610452992,34317791232,3882618880,2895872
199,1737261468529,1599,1600,1600,1600,100,4.761904716491699,4.761904716491699,5,56235.08166503906,259098.36401367188,73210.77026367188,0,100,4096,4096,33610452992,34317791232,3882618880,2895872
199,1737261468729,1599,1600,1600,1600,100,4.761904716491699,4.761904716491699,5,56235.81719970703,259099.8104248047,73211.08666992188,0,102.43902587890625,4096,4096,33610452992,34317791232,3895521280,2895872
199,1737261468929,1600,1600,1600,1600,100,5,0,0,56236.61358642578,259101.31115722656,73211.44439697266,0,100,4096,4096,33610452992,34317791232,3913068544,2895872
199,1737261469129,1599,1600,1600,1600,100,4.761904716491699,4.761904716491699,0,56237.793884277344,259103.01416015625,73211.81732177734,0,100,4096,4096,33610452992,34317791232,3913584640,2895872
199,1737261469329,1600,1600,1600,1600,100,4.761904716491699,4.761904716491699,0,56238.739807128906,259104.486328125,73212.09588623047,0,100,4096,4096,33610452992,34317791232,3913584640,2895872
199,1737261469529,1599,1600,1600,1600,100,4.761904716491699,4.761904716491699,0,56239.594665527344,259105.92071533203,73212.36041259766,0,50.31446838378906,4096,4096,33610452992,34317791232,3915321344,2895872
199,1737261469730,1599,1600,1600,1600,100,4.761904716491699,4.761904716491699,0,56240.23309326172,259107.39624023438,73212.74926757813,0,100,4096,4096,33610452992,34317791232,3942416384,2895872
199,1737261469930,1600,1600,1600,1600,100,4.761904716491699,4.761904716491699,0,56241.15625,259108.9171142578,73213.07891845703,0,97.56097412109375,4096,4096,33610452992,34317791232,3951706112,2895872
199,1737261470130,1600,1600,1600,1600,100,5.0505051612854,4,3.9603960514068604,56242.21545410156,259110.54833984375,73213.44525146484,0,97.56097412109375,4096,4096,33610452992,34317791232,3951931392,2895872
199,1737261470330,1599,1600,1600,1600,100,5,0,9.523809432983398,56243.30212402344,259112.13116455078,73213.7738647461,0,101.26582336425781,4096,4096,33610452992,34317791232,3951931392,2895872
199,1737261470530,1600,1600,1600,1600,100,0,5,0,56244.24987792969,259113.61840820313,73214.05529785156,0,100,4096,4096,33610452992,34317791232,3951931392,2895872
199,1737261470730,1599,1600,1600,1600,100,0,5,0,56245.103088378906,259115.04754638672,73214.31762695313,0,98.76543426513672,4096,4096,33610452992,34317791232,3953221632,2895872
199,1737261470930,1599,1600,1600,1600,100,0,4.761904716491699,0,56245.742248535156,259116.53887939453,73214.71325683594,0,101.26582336425781,4096,4096,33610452992,34317791232,3980058624,2895872
199,1737261471130,1600,1600,1600,1600,100,0,4.761904716491699,0,56246.490661621094,259118.06964111328,73215.10046386719,0,47.5,4096,4096,33610452992,34317791232,3999412224,2895872
199,1737261471330,1600,1600,1600,1600,100,0,4.761904716491699,0,56247.6513671875,259119.8133544922,73215.54766845703,0,101.26582336425781,4096,4096,33610452992,34317791232,3999412224,2895872
199,1737261471530,1599,1600,1600,1600,100,0,4.761904716491699,0,56248.884826660156,259121.48291015625,73215.90557861328,0,100,4096,4096,33610452992,34317791232,3999412224,2895872
199,1737261471730,1600,1600,1600,1600,100,0,4.761904716491699,0,56249.844482421875,259122.9662475586,73216.18145751953,0,100,4096,4096,33610452992,34317791232,3999412224,2895872
199,1737261471931,1599,1600,1600,1600,100,10,3,4,56250.77014160156,259124.44207763672,73216.45361328125,0,100,4096,4096,33610452992,34317791232,3999412224,2895872
199,1737261472131,1600,1600,1600,1600,100,0,0,0,56251.53576660156,259125.88830566406,73216.7515258789,0,106.32911682128906,4096,4096,33610452992,34317791232,4005605376,2895872
199,1737261472331,1600,1600,1600,1600,100,9.523809432983398,5,0,56252.178466796875,259127.38372802734,73217.14947509766,0,100,4096,4096,33610452992,34317791232,4032442368,2895872
199,1737261472531,1599,1600,1600,1600,100,0,0,4.761904716491699,56252.82098388672,259128.85668945313,73217.53582763672,0,100,4096,4096,33610452992,34317791232,4059279360,2895872
199,1737261472731,1600,1600,1600,1600,100,0,0,4.761904716491699,56253.87158203125,259130.35766601563,73217.81091308594,0,100,4096,4096,33610452992,34317791232,4059279360,2895872
199,1737261472931,1599,1600,1600,1600,100,4.761904716491699,4.761904716491699,0,56255.025634765625,259131.98443603516,73218.1494140625,0,100,4096,4096,33610452992,34317791232,4059279360,2895872
199,1737261473131,1600,1600,1600,1600,100,10,5,4.761904716491699,56256.189208984375,259133.62420654297,73218.49694824219,0,101.26582336425781,4096,4096,33610452992,34317791232,4059279360,2895872
199,1737261473331,1600,1600,1600,1600,100,0,5,5,56257.234130859375,259135.17211914063,73218.80474853516,0,98.76543426513672,4096,4096,33610452992,34317791232,4059279360,2895872
199,1737261473531,1599,1600,1600,1600,100,5,0,0,56258.12438964844,259136.6124267578,73219.06188964844,0,100,4096,4096,33610452992,34317791232,4059279360,2895872
