Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),PROCESS_CPU_USAGE,PROCESS_MEMORY,PROCESS_VIRTUAL_MEMORY,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1736753908363,1400,1400,1399,1400,1400,1400,1400,1399,1400,1399,1400,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,34278.09436035156,34776.07373046875,162.66937255859375,0,5636096,11878400,33210380288,8589930496,1263534080,0
200,1736753908363,1424,1432,1400,1399,1428,1428,1400,1400,1400,1399,1400,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,34278.11486816406,34776.08532714844,162.66937255859375,0,5636096,11878400,33210380288,8589930496,1263534080,0
200,1736753908564,2099,688,400,400,1358,1787,1293,1464,1476,1410,400,887,0,0,0,0,0,0,0,0,0,0,0,0,0,34279.64538574219,34776.770568847656,162.66937255859375,0,5636096,11878400,33210380288,8589930496,1290264576,0
199,1736753908764,2073,2100,1437,400,2051,2100,1499,1499,1500,1485,1367,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,34281.109313964844,34777.39874267578,162.66937255859375,105.8823471069336,5636096,11878400,33210380288,8589930496,1312714752,0
200,1736753908964,2100,2030,400,400,1744,1937,1392,1320,1379,1281,400,797,0,0,0,0,0,0,0,0,0,0,0,0,0,34282.574951171875,34778.03845214844,162.66937255859375,100.84033203125,5636096,11878400,33210380288,8589930496,1320972288,0
200,1736753909164,2024,2100,400,1500,2100,2043,400,714,1405,1459,1475,1386,100,0,0,0,0,4.761904716491699,0,0,4.761904716491699,0,0,0,0,34284.033630371094,34778.68469238281,162.66937255859375,100,5636096,11878400,33210380288,8589930496,1320972288,0
200,1736753909364,2100,1992,1345,1499,1841,1781,1480,1480,1434,1330,1279,1171,100,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,34285.48992919922,34779.30871582031,162.66937255859375,100.41841125488281,5636096,11878400,33210380288,8589930496,1320972288,0
200,1736753909564,2100,2023,1468,1468,1944,2100,400,1353,1373,1499,400,1473,100,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,34286.95166015625,34779.94921875,162.66937255859375,95,5636096,11878400,33210380288,8589930496,1320972288,0
200,1736753909764,2099,2004,1461,1467,2100,2100,1482,1472,1447,1473,400,1453,100,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,34288.390197753906,34780.574951171875,162.66937255859375,52.8301887512207,5636096,11878400,33210380288,8589930496,1320972288,0
200,1736753909964,2100,1993,1272,400,1383,1975,1396,1307,1213,1256,1301,1374,100,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,34289.850036621094,34781.21081542969,162.66937255859375,100.41841125488281,5636096,11878400,33210380288,8589930496,1329229824,0
