Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),PROCESS_CPU_USAGE,PROCESS_MEMORY,PROCESS_VIRTUAL_MEMORY,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1737318196913,1600,1600,1600,1600,0,0,0,0,239183.6524658203,154294.87371826172,186456.4141845703,0,0,3981312,14585856,33610452992,34317791232,3839463424,2895872
200,1737318196913,1600,1600,1600,1600,0,0,0,0,239183.671875,154294.94512939453,186456.4520263672,0,0,3981312,14585856,33610452992,34317791232,3839463424,2895872
199,1737318197114,1600,1600,1600,1600,0,0,0,0,239184.3468017578,154296.67462158203,186457.00805664063,0,0,3981312,14585856,33610452992,34317791232,3840749568,2895872
199,1737318197314,1600,1600,1600,1600,0,0,0,0,239184.97705078125,154298.31396484375,186457.54455566406,0,56.296295166015625,3981312,14585856,33610452992,34317791232,3841007616,2895872
200,1737318197514,1599,1600,1600,1600,0,0,0,0,239185.59619140625,154299.83227539063,186457.98071289063,0,50.955413818359375,3981312,14585856,33610452992,34317791232,3841007616,2895872
199,1737318197714,1600,1600,1600,1600,0,0,0,0,239186.2163696289,154301.3760986328,186458.42413330078,0,50.955413818359375,3981312,14585856,33610452992,34317791232,3841007616,2895872
199,1737318197914,1600,1600,1600,1600,89.36170196533203,6.45161247253418,9.89011001586914,13.043478012084961,239186.83587646484,154302.90307617188,186458.85314941406,0,101.26582336425781,3981312,14585856,33610452992,34317791232,3841007616,2895872
199,1737318198114,1599,1600,1600,1600,100,0,0,0,239187.4546508789,154304.42150878906,186459.27880859375,0,101.26582336425781,3981312,14585856,33610452992,34317791232,3841007616,2895872
199,1737318198314,1600,1600,1600,1600,100,5,4.761904716491699,0,239188.0791015625,154305.96307373047,186459.70751953125,0,101.26582336425781,3981312,14585856,33610452992,34317791232,3841007616,2895872
199,1737318198514,1599,1600,1600,1600,100,0,0,5,239188.69915771484,154307.48553466797,186460.14587402344,0,100,3981312,14585856,33610452992,34317791232,3841007616,2895872
199,1737318198714,1600,1600,1600,1600,100,10,0,5,239189.32666015625,154309.09509277344,186460.63604736328,0,101.26582336425781,3981312,14585856,33610452992,34317791232,3841265664,2895872
200,1737318198914,1600,1600,1600,1600,100,10,0,5,239189.94665527344,154310.62060546875,186461.06658935547,0,100,3981312,14585856,33610452992,34317791232,3841265664,2895872
200,1737318199114,1600,1600,1600,1600,100,10,0,5,239190.56591796875,154312.14282226563,186461.49346923828,0,50,3981312,14585856,33610452992,34317791232,3841265664,2895872
199,1737318199314,1599,1600,1600,1600,100,10,0,5,239191.18560791016,154313.6671142578,186461.9234008789,0,98.76543426513672,3981312,14585856,33610452992,34317791232,3841265664,2895872
200,1737318199515,1599,1600,1600,1600,100,10,0,5,239191.8057861328,154315.1922607422,186462.35510253906,0,101.26582336425781,3981312,14585856,33610452992,34317791232,3841265664,2895872
200,1737318199715,1600,1600,1600,1600,100,10,0,5,239192.42657470703,154316.75036621094,186462.80615234375,0,100,3981312,14585856,33610452992,34317791232,3841265664,2895872
200,1737318199915,1600,1600,1600,1600,100,10,0,5,239193.0460205078,154318.2725830078,186463.2342529297,0,100,3981312,14585856,33610452992,34317791232,3841265664,2895872
200,1737318200115,1600,1600,1600,1600,100,5,0,0,239193.66473388672,154319.79193115234,186463.6611328125,0,100,3981312,14585856,33610452992,34317791232,3841265664,2895872
200,1737318200315,1600,1600,1600,1600,100,0,0,5,239194.2841796875,154321.31439208984,186464.08984375,0,101.26582336425781,3981312,14585856,33610452992,34317791232,3841265664,2895872
200,1737318200515,1599,1600,1600,1600,100,5,4.761904716491699,0,239194.90356445313,154322.8370361328,186464.5181274414,0,100,3981312,14585856,33610452992,34317791232,3841265664,2895872
199,1737318200715,1599,1600,1600,1600,100,0,5,9.523809432983398,239195.5274658203,154324.4044189453,186464.97589111328,0,100,3981312,14585856,33610452992,34317791232,3841265664,2895872
200,1737318200915,1599,1600,1600,1600,100,0,5,9.523809432983398,239196.14678955078,154325.93090820313,186465.40692138672,0,101.26582336425781,3981312,14585856,33610452992,34317791232,3841265664,2895872
199,1737318201115,1600,1600,1600,1600,100,5,0,0,239196.76556396484,154327.4481201172,186465.8310546875,0,100,3981312,14585856,33610452992,34317791232,3841265664,2895872
199,1737318201315,1599,1600,1600,1600,100,5,0,0,239197.3857421875,154328.97265625,186466.26110839844,0,102.5641098022461,3981312,14585856,33610452992,34317791232,3841265664,2895872
200,1737318201515,1600,1600,1600,1600,100,0,4.761904716491699,4.761904716491699,239198.00549316406,154330.49542236328,186466.69049072266,0,98.76543426513672,3981312,14585856,33610452992,34317791232,3841265664,2895872
200,1737318201715,1599,1600,1600,1600,100,4.761904716491699,5,0,239198.6258544922,154332.05487060547,186467.1431274414,0,100,3981312,14585856,33610452992,34317791232,3841265664,2895872
200,1737318201916,1600,1600,1600,1600,100,5,5,5,239199.2449951172,154333.58782958984,186467.57623291016,0,101.26582336425781,3981312,14585856,33610452992,34317791232,3841265664,2895872
199,1737318202116,1599,1600,1600,1600,100,5,5,5,239199.8638305664,154335.10662841797,186468.0015258789,0,100,3981312,14585856,33610452992,34317791232,3841265664,2895872
200,1737318202316,1600,1600,1600,1600,100,0,0,0,239200.48309326172,154336.62860107422,186468.43048095703,0,100,3981312,14585856,33610452992,34317791232,3841265664,2895872
199,1737318202516,1599,1600,1600,1600,100,0,4.761904716491699,4.761904716491699,239201.11083984375,154338.1714477539,186468.8760986328,0,101.26582336425781,3981312,14585856,33610452992,34317791232,3841265664,2895872
199,1737318202716,1600,1600,1600,1600,100,4.761904716491699,5,5,239201.7314453125,154339.7300415039,186469.32775878906,0,100,3981312,14585856,33610452992,34317791232,3841265664,2895872
200,1737318202916,1600,1600,1600,1600,100,4.761904716491699,5,5,239202.35186767578,154341.2713623047,186469.7589111328,0,101.26582336425781,3981312,14585856,33610452992,34317791232,3841265664,2895872
200,1737318203116,1599,1600,1600,1600,100,9.090909004211426,0,4.545454502105713,239203.0164794922,154342.9194946289,186470.24462890625,0,100,3981312,14585856,33610452992,34317791232,3841265664,2895872
199,1737318203316,1600,1600,1600,1600,100,9.090909004211426,0,4.545454502105713,239203.59832763672,154344.36169433594,186470.6586303711,0,91.95402526855469,3981312,14585856,33610452992,34317791232,3841265664,2895872
199,1737318203516,1599,1600,1600,1600,100,9.090909004211426,0,4.545454502105713,239204.21990966797,154345.8896484375,186471.09246826172,0,52.2875862121582,3981312,14585856,33610452992,34317791232,3841261568,2895872
199,1737318203716,1599,1600,1600,1600,100,9.090909004211426,0,4.545454502105713,239204.84143066406,154347.45733642578,186471.54650878906,0,101.26582336425781,3981312,14585856,33610452992,34317791232,3841261568,2895872
199,1737318203916,1600,1600,1600,1600,100,9.090909004211426,0,4.545454502105713,239205.4688720703,154349.0327758789,186472.01544189453,0,98.76543426513672,3981312,14585856,33610452992,34317791232,3841261568,2895872
199,1737318204116,1599,1600,1600,1600,100,4.081632614135742,3.0612244606018066,3.0612244606018066,239206.09197998047,154350.5678100586,186472.45477294922,0,98.76543426513672,3981312,14585856,33610452992,34317791232,3841261568,2895872
200,1737318204317,1599,1600,1600,1600,100,0,5,5,239206.71240234375,154352.08544921875,186472.8807373047,0,100,3981312,14585856,33610452992,34317791232,3841261568,2895872
200,1737318204517,1600,1600,1600,1600,100,5,0,0,239207.33392333984,154353.6153564453,186473.31439208984,0,101.26582336425781,3981312,14585856,33610452992,34317791232,3841261568,2895872
200,1737318204717,1599,1600,1600,1600,100,9.523809432983398,0,4.761904716491699,239207.95501708984,154355.16876220703,186473.76434326172,0,98.76543426513672,3981312,14585856,33610452992,34317791232,3841261568,2895872
200,1737318204917,1600,1600,1600,1600,100,0,5,0,239208.57568359375,154356.69201660156,186474.1947631836,0,101.26582336425781,3981312,14585856,33610452992,34317791232,3841261568,2895872
199,1737318205117,1600,1600,1600,1600,100,5,4.761904716491699,4.761904716491699,239209.19848632813,154358.22265625,186474.6195678711,0,98.76543426513672,3981312,14585856,33610452992,34317791232,3841261568,2895872
199,1737318205317,1600,1600,1600,1600,100,4.761904716491699,0,0,239209.8178100586,154359.73681640625,186475.04333496094,0,100,3981312,14585856,33610452992,34317791232,3841261568,2895872
200,1737318205517,1599,1600,1600,1600,100,5,5,5,239210.43768310547,154361.26165771484,186475.48175048828,0,98.76543426513672,3981312,14585856,33610452992,34317791232,3841261568,2895872
199,1737318205718,1599,1600,1600,1600,100,13.636363983154297,9.523809432983398,4.761904716491699,239211.0786743164,154362.86962890625,186475.9617919922,0,98.76543426513672,3981312,14585856,33610452992,34317791232,3841519616,2895872
200,1737318205917,1599,1600,1600,1600,100,13.636363983154297,9.523809432983398,4.761904716491699,239211.7012939453,154364.3998413086,186476.39666748047,0,97.56097412109375,3981312,14585856,33610452992,34317791232,3841519616,2895872
200,1737318206117,1600,1600,1600,1600,100,13.636363983154297,9.523809432983398,4.761904716491699,239212.318359375,154365.91241455078,186476.8207397461,0,50.31446838378906,3981312,14585856,33610452992,34317791232,3841519616,2895872
200,1737318206317,1600,1600,1600,1600,100,13.636363983154297,9.523809432983398,4.761904716491699,239212.93841552734,154367.43127441406,186477.24615478516,0,100,3981312,14585856,33610452992,34317791232,3841519616,2895872
199,1737318206518,1599,1600,1600,1600,100,13.636363983154297,9.523809432983398,4.761904716491699,239213.5594482422,154368.95904541016,186477.6781616211,0,98.76543426513672,3981312,14585856,33610452992,34317791232,3841519616,2895872
199,1737318206718,1599,1600,1600,1600,100,2.0202019214630127,3,3.0303030014038086,239214.18048095703,154370.52166748047,186478.13214111328,0,98.76543426513672,3981312,14585856,33610452992,34317791232,3841519616,2895872
199,1737318206918,1600,1600,1600,1600,100,0,0,0,239214.8003540039,154372.0478515625,186478.5623779297,0,101.26582336425781,3981312,14585856,33610452992,34317791232,3841519616,2895872
200,1737318207118,1600,1600,1600,1600,100,0,5,0,239215.42669677734,154373.58697509766,186478.99688720703,0,100,3981312,14585856,33610452992,34317791232,3841519616,2895872
200,1737318207318,1600,1600,1600,1600,100,0,5,0,239216.03979492188,154375.0906982422,186479.4171142578,0,98.76543426513672,3981312,14585856,33610452992,34317791232,3841519616,2895872
199,1737318207518,1599,1600,1600,1600,100,0,5,0,239216.66577148438,154376.62664794922,186479.8505859375,0,50.632911682128906,3981312,14585856,33610452992,34317791232,3841519616,2895872
199,1737318207718,1600,1600,1600,1600,100,0,5,0,239217.28002929688,154378.14819335938,186480.2889404297,0,50.632911682128906,3981312,14585856,33610452992,34317791232,3841519616,2895872
199,1737318207918,1599,1600,1600,1600,100,0,5,0,239217.90258789063,154379.6875,186480.72479248047,0,50,3981312,14585856,33610452992,34317791232,3841519616,2895872
199,1737318208118,1600,1600,1600,1600,100,3.9603960514068604,3,3,239218.5224609375,154381.21185302734,186481.1551513672,0,50,3981312,14585856,33610452992,34317791232,3841519616,2895872
