Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),PROCESS_CPU_USAGE,PROCESS_MEMORY,PROCESS_VIRTUAL_MEMORY,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1736536315159,1400,1400,1399,1399,399,1400,1399,1399,1400,1399,1318,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,191031.37561035156,243480.49603271484,150.736572265625,0,0,4096,33210380288,8589930496,1224130560,0
200,1736536315159,1399,1400,1400,1400,1400,1400,1399,1400,1400,1400,1400,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,191031.3955078125,243480.5073852539,150.736572265625,0,0,4096,33210380288,8589930496,1224646656,0
200,1736536315360,2100,2100,1499,1401,2100,1892,1500,1500,1499,1462,1442,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,191032.94256591797,243481.2032470703,150.736572265625,0,0,4096,33210380288,8589930496,1255657472,0
199,1736536315560,2099,1934,1378,1401,2043,1951,1500,1484,1500,1500,1324,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,191034.4692993164,243481.88079833984,150.736572265625,100.84033203125,0,4096,33210380288,8589930496,1352683520,0
200,1736536315760,2071,2100,1440,1419,1998,2100,1500,1413,1471,1478,1405,1405,93.84615325927734,6.45161247253418,1.5625,1.5625,4.838709354400635,3.125,4.545454502105713,3.125,3.125,1.5625,1.5625,1.5625,0,191036.13067626953,243482.6713256836,150.736572265625,100.84033203125,0,4096,33210380288,8589930496,1565286400,0
200,1736536315960,2100,1925,1317,1499,1934,1969,1470,1405,1421,1486,1500,1499,100,16.666667938232422,0,0,0,4.761904716491699,0,0,0,0,0,4.761904716491699,0,191037.8071899414,243483.46838378906,150.736572265625,101.69491577148438,0,4096,33210380288,8589930496,1761103872,0
200,1736536316160,2100,1918,1443,1384,1656,1575,1400,1461,1456,1291,1086,1170,100,16.666667938232422,0,0,0,4.761904716491699,0,0,0,0,0,4.761904716491699,0,191039.47674560547,243484.20196533203,150.736572265625,100.41841125488281,0,4096,33210380288,8589930496,1787461632,0
199,1736536316360,2100,1913,400,1494,1949,2100,1426,1500,1499,1500,1379,1471,100,16.666667938232422,0,0,0,4.761904716491699,0,0,0,0,0,4.761904716491699,0,191040.96704101563,243484.86352539063,150.736572265625,52.9411735534668,0,4096,33210380288,8589930496,1803976704,0
200,1736536316561,2100,2000,1418,400,1963,1875,1334,400,1187,400,400,1105,100,16.666667938232422,0,0,0,4.761904716491699,0,0,0,0,0,4.761904716491699,0,191042.39874267578,243485.48376464844,150.736572265625,47.8991584777832,0,4096,33210380288,8589930496,1803976704,0
200,1736536316761,2100,540,1341,1170,1906,400,1398,1122,1401,1274,1304,1044,100,16.666667938232422,0,0,0,4.761904716491699,0,0,0,0,0,4.761904716491699,0,191043.83459472656,243486.14135742188,150.736572265625,50.209205627441406,0,4096,33210380288,8589930496,1812434944,0
